,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Nathan Redmond\ab651565,eng ENG,ATMT,24,38,36,3270,36.3,6,4,6,0,0,3,0,0.17,0.11,0.28,0.17,0.28,6.6,6.6,5.7,12.4,0.18,0.16,0.34,0.18,0.34,Matchs
Pierre Højbjerg\8b04d6c1,dk DEN,MT,22,31,31,2760,30.7,4,3,4,0,0,8,2,0.13,0.10,0.23,0.13,0.23,2.6,2.6,2.3,4.9,0.08,0.08,0.16,0.08,0.16,Matchs
Alex McCarthy\36c2ca73,eng ENG,GB,28,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Oriol Romeu\4b511457,es ESP,MT,26,31,25,2136,23.7,1,0,1,0,0,11,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.3,1.2,0.04,0.01,0.05,0.04,0.05,Matchs
Ryan Bertrand\01226327,eng ENG,DF,28,24,24,2160,24.0,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,2.2,3.1,0.04,0.09,0.13,0.04,0.13,Matchs
Jan Bednarek\4115ce4e,pl POL,DF,22,25,24,2151,23.9,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,Matchs
Jannik Vestergaard\1900032e,dk DEN,DF,25,23,23,2027,22.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.02,0.01,0.04,0.02,0.04,Matchs
Danny Ings\07802f7f,eng ENG,AT,26,24,23,1651,18.3,7,3,4,3,3,1,0,0.38,0.16,0.55,0.22,0.38,9.6,7.3,2.9,10.2,0.52,0.16,0.68,0.40,0.56,Matchs
James Ward-Prowse\3515d404,eng ENG,MTDF,23,26,21,1945,21.6,7,0,6,1,1,4,0,0.32,0.00,0.32,0.28,0.28,3.7,3.0,3.3,6.3,0.17,0.15,0.33,0.14,0.29,Matchs
Yan Valery\531a4aa8,fr FRA,DFMT,19,23,20,1712,19.0,2,1,2,0,0,4,1,0.11,0.05,0.16,0.11,0.16,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matchs
Jack Stephens\6adbc307,eng ENG,DF,24,24,19,1700,18.9,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,0.9,0.04,0.01,0.05,0.04,0.05,Matchs
Mario Lemina\2b471f99,ga GAB,MT,24,21,18,1613,17.9,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.09,0.06,0.09,Matchs
Maya Yoshida\caffaf5a,jp JPN,DF,29,17,17,1518,16.9,0,1,0,0,0,0,0,0.00,0.06,0.06,0.00,0.06,2.0,2.0,0.5,2.5,0.12,0.03,0.15,0.12,0.15,Matchs
Cédric Soares\839c14e1,pt POR,DF,26,18,16,1495,16.6,1,2,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.2,0.2,1.3,1.6,0.01,0.08,0.09,0.01,0.09,Matchs
Stuart Armstrong\97333cf5,sct SCO,MTAT,26,29,16,1432,15.9,3,2,3,0,0,2,0,0.19,0.13,0.31,0.19,0.31,2.2,2.2,1.4,3.7,0.14,0.09,0.23,0.14,0.23,Matchs
Matt Targett\e514ab62,eng ENG,DFMT,22,16,13,1186,13.2,1,3,1,0,0,2,0,0.08,0.23,0.30,0.08,0.30,0.6,0.6,2.7,3.4,0.05,0.21,0.26,0.05,0.26,Matchs
Wesley Hoedt\875898c7,nl NED,DF,24,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.04,0.00,0.04,0.04,0.04,Matchs
Shane Long\9f472354,ie IRL,ATMT,31,26,12,1272,14.1,5,1,5,0,0,3,0,0.35,0.07,0.42,0.35,0.42,4.6,4.6,1.1,5.7,0.32,0.08,0.41,0.32,0.41,Matchs
Angus Gunn\e082af5b,eng ENG,GB,22,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Charlie Austin\8d228291,eng ENG,AT,29,25,11,983,10.9,2,2,2,0,1,1,0,0.18,0.18,0.37,0.18,0.37,3.5,3.0,0.2,3.2,0.32,0.02,0.34,0.28,0.29,Matchs
Mohamed Elyounoussi\68dc0dac,no NOR,MTAT,23,16,8,793,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.2,2.2,1.2,3.5,0.25,0.14,0.39,0.25,0.39,Matchs
Manolo Gabbiadini\8f866fe8,it ITA,AT,26,12,4,476,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,2.5,2.5,0.1,2.6,0.47,0.03,0.50,0.47,0.50,Matchs
Josh Sims\6d6f09dc,eng ENG,ATMT,21,7,2,212,2.4,0,1,0,0,0,0,0,0.00,0.42,0.42,0.00,0.42,0.6,0.6,0.5,1.1,0.25,0.22,0.47,0.25,0.47,Matchs
Michael Obafemi\caa1a7f0,ie IRL,AT,18,6,1,137,1.5,1,1,1,0,0,1,0,0.66,0.66,1.31,0.66,1.31,1.5,1.5,0.2,1.7,1.02,0.11,1.13,1.02,1.13,Matchs
Callum Slattery\059948df,eng ENG,MT,19,3,1,112,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14,Matchs
Steven Davis\cf15bbb1,nir NIR,MT,33,3,1,98,1.1,0,1,0,0,0,0,0,0.00,0.92,0.92,0.00,0.92,0.0,0.0,0.7,0.7,0.00,0.62,0.62,0.00,0.62,Matchs
Fraser Forster\c3e39f12,eng ENG,GB,30,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Kayne Ramsey\dc31b84c,eng ENG,DF,17,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Sam Gallagher\44361ade,eng ENG,ATDF,22,4,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tyreke Johnson\4701e130,eng ENG,AT,19,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Alfie Jones\e5c107a1,eng ENG,DFMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.4,38,418,3420,38.0,44,27,40,4,5,73,3,1.16,0.71,1.87,1.05,1.76,47.3,43.8,28.4,72.2,1.25,0.75,1.99,1.15,1.90,
Total adversaire,,,26.7,38,418,3420,38.0,62,49,60,2,3,62,1,1.63,1.29,2.92,1.58,2.87,55.6,53.3,38.0,91.4,1.46,1.00,2.46,1.40,2.40,
