,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Ben Mee\8df7a2fb,eng ENG,DF,28,38,38,3420,38.0,0,2,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,1.6,1.6,0.5,2.1,0.04,0.01,0.05,0.04,0.05,Matchs
Jack Cork\74e12f1e,eng ENG,MT,29,37,37,3312,36.8,1,2,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,1.8,1.8,1.3,3.1,0.05,0.04,0.08,0.05,0.08,Matchs
Charlie Taylor\cc2d7ad5,eng ENG,DF,24,38,35,3243,36.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.2,0.2,1.2,1.4,0.00,0.03,0.04,0.00,0.04,Matchs
James Tarkowski\15ea812b,eng ENG,DF,25,35,35,3086,34.3,3,1,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12,3.5,3.5,0.3,3.8,0.10,0.01,0.11,0.10,0.11,Matchs
Ashley Westwood\495945ef,eng ENG,MT,28,34,31,2824,31.4,2,7,2,0,0,5,0,0.06,0.22,0.29,0.06,0.29,2.2,2.2,4.8,7.0,0.07,0.15,0.22,0.07,0.22,Matchs
Chris Wood\4e9a0555,nz NZL,AT,26,38,29,2588,28.8,10,2,10,0,0,2,0,0.35,0.07,0.42,0.35,0.42,8.8,8.8,2.0,10.8,0.31,0.07,0.38,0.31,0.38,Matchs
Ashley Barnes\2691c772,eng ENG,AT,28,37,26,2388,26.5,12,2,10,2,2,8,0,0.45,0.08,0.53,0.38,0.45,11.6,10.1,3.6,13.7,0.44,0.13,0.57,0.38,0.51,Matchs
Jeff Hendrick\989d5705,ie IRL,MT,26,32,25,2063,22.9,3,0,3,0,0,4,0,0.13,0.00,0.13,0.13,0.13,1.3,1.3,1.2,2.5,0.06,0.05,0.11,0.06,0.11,Matchs
Jóhann Berg Guðmundsson\f72293fc,is ISL,MT,27,29,19,1752,19.5,3,6,3,0,0,2,0,0.15,0.31,0.46,0.15,0.46,3.0,3.0,3.6,6.6,0.15,0.18,0.34,0.15,0.34,Matchs
Matthew Lowton\9a9c05db,eng ENG,DF,29,21,19,1750,19.4,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.03,0.03,0.06,0.03,0.06,Matchs
Joe Hart\cb4f24c6,eng ENG,GB,31,19,19,1710,19.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
Tom Heaton\a6de6361,eng ENG,GB,32,19,19,1710,19.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matchs
