,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Phil Bardsley\1ae30132,sct SCO,DF,33,19,19,1670,18.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Matchs
Dwight McNeil\fc15fb84,eng ENG,MT,18,21,19,1591,17.7,3,5,3,0,0,2,0,0.17,0.28,0.45,0.17,0.45,1.7,1.7,3.0,4.7,0.09,0.17,0.27,0.09,0.27,Matchs
Aaron Lennon\2ff964a0,eng ENG,MT,31,16,14,1215,13.5,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.8,0.8,0.7,1.4,0.06,0.05,0.11,0.06,0.11,Matchs
Sam Vokes\1d6ac165,wls WAL,AT,28,20,10,915,10.2,3,0,3,0,0,0,0,0.30,0.00,0.30,0.30,0.30,2.3,2.3,0.7,3.0,0.23,0.07,0.30,0.23,0.30,Matchs
Robbie Brady\96bb8cc2,ie IRL,MTAT,26,16,6,720,8.0,0,1,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,0.6,0.6,1.2,1.8,0.07,0.15,0.22,0.07,0.22,Matchs
Steven Defour\73489527,be BEL,MT,30,6,6,448,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matchs
Kevin Long\5a4280b1,ie IRL,DF,27,6,5,514,5.7,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
Matěj Vydra\0d4ceb32,cz CZE,MTAT,26,13,3,318,3.5,1,1,1,0,0,1,0,0.28,0.28,0.57,0.28,0.57,1.3,1.3,0.2,1.6,0.38,0.07,0.45,0.38,0.45,Matchs
Stephen Ward\3831b9fe,ie IRL,DF,32,3,3,228,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.06,0.02,0.09,0.06,0.09,Matchs
Ben Gibson\bcfb0142,eng ENG,DF,25,1,1,62,0.7,1,0,1,0,0,1,0,1.45,0.00,1.45,1.45,1.45,0.5,0.5,0.0,0.5,0.72,0.00,0.72,0.72,0.72,Matchs
Peter Crouch\73d9bdc7,eng ENG,AT,37,6,0,92,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.35,0.00,0.35,0.35,0.35,Matchs
Josh Benson\bf3aeb61,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Anthony Driscoll-Glennon\6a39bd42,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ali Koiki\82726be5,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jonathan Walters\0356cf4f,ie IRL,ATMT,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.0,38,418,3420,38.0,43,32,41,2,2,75,1,1.13,0.84,1.97,1.08,1.92,41.3,39.8,25.7,65.4,1.09,0.68,1.76,1.05,1.72,
Total adversaire,,,26.7,38,418,3420,38.0,64,43,62,2,3,58,3,1.68,1.13,2.82,1.63,2.76,64.0,61.7,44.8,106.5,1.68,1.18,2.86,1.62,2.80,
