,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Lewis Dunk\282f75f3,eng ENG,DF,26,36,36,3151,35.0,2,1,2,0,0,6,1,0.06,0.03,0.09,0.06,0.09,1.5,1.5,0.6,2.1,0.04,0.02,0.06,0.04,0.06,Matchs
Shane Duffy\7314bba4,ie IRL,DF,26,35,35,3087,34.3,5,1,5,0,0,4,1,0.15,0.03,0.17,0.15,0.17,2.6,2.6,0.7,3.3,0.08,0.02,0.10,0.08,0.10,Matchs
Mathew Ryan\4535e4bb,au AUS,GB,26,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Davy Pröpper\fdd85f94,nl NED,MT,26,30,30,2546,28.3,1,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,1.2,1.2,1.2,2.4,0.04,0.04,0.09,0.04,0.09,Matchs
Glenn Murray\f2f29dda,eng ENG,AT,34,38,30,2508,27.9,13,1,9,4,4,5,0,0.47,0.04,0.50,0.32,0.36,10.3,7.2,0.8,8.1,0.37,0.03,0.40,0.26,0.29,Matchs
Solly March\bb5fbd2b,eng ENG,MTAT,24,35,30,2463,27.4,1,5,1,0,0,1,0,0.04,0.18,0.22,0.04,0.22,2.8,2.8,4.0,6.8,0.10,0.15,0.25,0.10,0.25,Matchs
Dale Stephens\653ee42d,eng ENG,MT,29,30,29,2485,27.6,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Matchs
Martín Montoya\5cec2487,es ESP,DF,27,25,24,2167,24.1,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.2,0.2,1.1,1.3,0.01,0.05,0.05,0.01,0.05,Matchs
Pascal Groß\8aec0537,de GER,MT,27,25,24,1864,20.7,3,3,2,1,2,1,0,0.14,0.14,0.29,0.10,0.24,3.8,2.3,4.1,6.3,0.18,0.20,0.38,0.11,0.31,Matchs
Gaëtan Bong\cfd5e123,cm CMR,DF,30,22,19,1808,20.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.00,0.03,0.03,0.00,0.03,Matchs
Bernardo\17370b95,br BRA,DF,23,22,19,1752,19.5,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.2,1.6,0.02,0.06,0.08,0.02,0.08,Matchs
Anthony Knockaert\6c679c6d,fr FRA,MTAT,26,30,18,1837,20.4,2,6,2,0,0,4,1,0.10,0.29,0.39,0.10,0.39,2.7,2.7,4.0,6.7,0.13,0.20,0.33,0.13,0.33,Matchs
Yves Bissouma\6c203af0,ml MLI,MT,21,28,17,1774,19.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,1.0,2.7,0.08,0.05,0.13,0.08,0.13,Matchs
Bruno\78803d03,es ESP,DF,37,14,14,1131,12.6,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.3,0.3,0.00,0.02,0.03,0.00,0.03,Matchs
Jürgen Locadia\6cc47ae1,nl NED,ATMT,24,26,12,1236,13.7,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,3.0,3.0,1.2,4.2,0.22,0.09,0.31,0.22,0.31,Matchs
Alireza Jahanbakhsh\08452314,ir IRN,MTAT,24,19,12,1020,11.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.06,0.02,0.08,0.06,0.08,Matchs
Beram Kayal\26679cdf,il ISR,MT,30,18,9,940,10.4,1,1,1,0,0,4,0,0.10,0.10,0.19,0.10,0.19,0.7,0.7,0.8,1.5,0.06,0.08,0.14,0.06,0.14,Matchs
José Izquierdo\ca2bc3df,co COL,MTAT,26,15,9,795,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.7,0.7,0.5,1.2,0.08,0.05,0.14,0.08,0.14,Matchs
Florin Andone\dc008610,ro ROU,AT,25,23,8,881,9.8,3,0,3,0,0,5,0,0.31,0.00,0.31,0.31,0.31,2.1,2.1,0.1,2.2,0.21,0.01,0.23,0.21,0.23,Matchs
Leon Balogun\78e68b4d,ng NGA,DF,30,8,5,594,6.6,1,0,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
David Button\e608ed4c,eng ENG,GB,29,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Dan Burn\b2d31e83,eng ENG,DF,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Viktor Gyökeres\4d5a9185,se SWE,ATMT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jayson Molumby\c908a1bc,ie IRL,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Max Sanders\4871d0e8,eng ENG,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jason Steele\28300a16,eng ENG,GB,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Markus Suttner\7391c2d9,at AUT,DFGB,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ben White\35e413f1,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.4,38,418,3420,38.0,35,24,30,5,6,61,4,0.92,0.63,1.55,0.79,1.42,34.5,29.9,23.1,53.0,0.91,0.61,1.52,0.79,1.40,
Total adversaire,,,26.8,38,418,3420,38.0,60,39,50,10,10,52,2,1.58,1.03,2.61,1.32,2.34,55.8,48.3,34.9,83.2,1.47,0.92,2.39,1.27,2.19,
