-- League --	--- FA Cup ---	---- Other ----

1966/67
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ARROWSMITH, Alf 	Forward	6+3	2	0	0	0	0	0	0	0
										
BYRNE, Gerry 	Full Back	9	0	0	2	0	0	1	0	0
										
CALLAGHAN, Ian 	Winger	40	4	0	4	0	0	6	1	0
										
GRAHAM, Bobby 	Forward	3	1	0	0	0	0	2	0	0
										
HUGHES, Alan 	Forward	0	0	0	0	0	0	0	0	0
										
HUGHES, Emlyn 	Central Defender	10	0	0	0	0	0	0	0	0
										
HUNT, Roger 	Forward	39	14	0	3	1	0	6	4	0
										
LAWLER, Chris 	Full Back	42	4	0	4	1	0	6	1	0
										
LAWRENCE, Tommy 	Goalkeeper	41	0	0	4	0	0	6	0	0
										
MACDOUGALL, Ted 	Forward	0	0	0	0	0	0	0	0	0
										
MARSH, Kevin 	Forward	0	0	0	0	0	0	0	0	0
										
MASON, Stuart 	Full Back	0	0	0	0	0	0	0	0	0
										
MILNE, Gordon 	Midfielder	31+2	1	0	4	0	0	3	0	0
										
OGSTON, John 	Goalkeeper	1	0	0	0	0	0	0	0	0
										
PRICE, Peter 	Forward	0	0	0	0	0	0	0	0	0
										
ROSS, Ian 	Central Defender	0+1	0	0	0	0	0	0	0	0
										
SMITH, Tommy 	Central Defender	42	1	0	4	0	0	6	0	0
										
ST JOHN, Ian 	Forward	39	9	0	4	2	0	6	2	0
										
STEVENSON, Willie 	Midfielder	41	3	2	4	0	0	6	0	0
										
STRONG, Geoff 	Inside Forward	36	11	0	3	0	0	6	0	0
										
THOMPSON, Peter 	Winger	42	10	0	4	0	0	6	1	0
										
WILSON, Dave 	Winger	0+1	0	0	0	0	0	0	0	0
										
YEATS, Ron 	Central Defender	40	2	0	4	0	0	6	0	0
