,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Lewis Dunk\282f75f3,eng ENG,DF,25,38,38,3420,38.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.8,2.8,0.4,3.2,0.07,0.01,0.08,0.07,0.08,Matchs
Mathew Ryan\4535e4bb,au AUS,GB,25,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Shane Duffy\7314bba4,ie IRL,DF,25,37,37,3292,36.6,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.8,2.7,0.05,0.02,0.07,0.05,0.07,Matchs
Dale Stephens\653ee42d,eng ENG,MT,28,36,36,3240,36.0,0,3,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,1.5,2.5,0.03,0.04,0.07,0.03,0.07,Matchs
Davy Pröpper\fdd85f94,nl NED,MT,25,35,35,3119,34.7,0,4,0,0,0,2,1,0.00,0.12,0.12,0.00,0.12,1.9,1.9,1.2,3.1,0.05,0.03,0.09,0.05,0.09,Matchs
Pascal Groß\8aec0537,de GER,MTAT,26,38,35,2928,32.5,7,8,6,1,1,2,0,0.22,0.25,0.46,0.18,0.43,3.6,2.8,7.4,10.2,0.11,0.23,0.34,0.09,0.31,Matchs
Anthony Knockaert\6c679c6d,fr FRA,MTAT,25,33,27,2421,26.9,3,1,3,0,0,4,1,0.11,0.04,0.15,0.11,0.15,4.0,4.0,2.4,6.4,0.15,0.09,0.24,0.15,0.24,Matchs
Gaëtan Bong\cfd5e123,cm CMR,DF,29,25,25,2236,24.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.00,0.03,0.03,0.00,0.03,Matchs
Glenn Murray\f2f29dda,eng ENG,AT,33,35,25,2192,24.4,12,0,8,4,6,9,0,0.49,0.00,0.49,0.33,0.33,11.5,6.9,1.1,8.0,0.47,0.04,0.51,0.28,0.33,Matchs
Bruno\78803d03,es ESP,DF,36,25,23,2016,22.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,0.9,0.00,0.04,0.04,0.00,0.04,Matchs
José Izquierdo\ca2bc3df,co COL,MT,25,32,23,1984,22.0,5,3,5,0,0,2,0,0.23,0.14,0.36,0.23,0.36,4.2,4.2,2.2,6.3,0.19,0.10,0.29,0.19,0.29,Matchs
Solly March\bb5fbd2b,eng ENG,MTAT,23,36,18,1851,20.6,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,1.4,1.4,1.6,3.0,0.07,0.08,0.15,0.07,0.15,Matchs
Ezequiel Schelotto\a6e316c1,it ITA,DF,28,20,15,1318,14.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.5,0.05,0.05,0.10,0.05,0.10,Matchs
Markus Suttner\7391c2d9,at AUT,DF,30,14,13,1179,13.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.02,0.02,0.00,0.02,Matchs
Tomer Hemed\27d7453c,il ISR,AT,30,16,9,849,9.4,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.2,2.2,0.2,2.4,0.24,0.02,0.26,0.24,0.26,Matchs
