,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Beram Kayal\26679cdf,il ISR,MT,29,19,8,745,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.06,0.08,0.14,0.06,0.14,Matchs
Izzy Brown\bf54c8cc,eng ENG,MTAT,20,13,4,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,1.0,0.07,0.21,0.28,0.07,0.28,Matchs
Jürgen Locadia\6cc47ae1,nl NED,ATMT,23,6,3,224,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,1.0,1.0,0.1,1.1,0.39,0.06,0.45,0.39,0.45,Matchs
Leonardo Ulloa\eed56f6c,ar ARG,AT,31,10,2,267,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.4,0.4,0.3,0.7,0.15,0.09,0.24,0.15,0.24,Matchs
Connor Goldson\56f6f826,eng ENG,DF,24,3,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.00,0.09,0.09,0.09,Matchs
Jamie Murphy\6c96b263,sct SCO,MT,27,4,1,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matchs
Liam Rosenior\8b0d6fe9,eng ENG,DF,33,3,1,164,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matchs
Sam Baldock\9d597f08,eng ENG,MT,28,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Uwe Hünemeier\f42456eb,de GER,DF,31,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tim Krul\f23f9d20,nl NED,GB,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Niki Mäenpää\14a96e1c,fi FIN,GB,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jayson Molumby\c908a1bc,ie IRL,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Steve Sidwell\ed083afd,eng ENG,MT,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jiří Skalák\beaec218,cz CZE,ATMT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.5,38,418,3420,38.0,33,25,28,5,7,,,0.87,0.66,1.53,0.74,1.39,37.2,31.8,23.0,54.8,0.98,0.60,1.58,0.84,1.44,
Total adversaire,,,27.0,38,418,3420,38.0,49,36,48,1,3,30,2,1.29,0.95,2.24,1.26,2.21,52.6,50.3,34.5,84.9,1.38,0.91,2.29,1.32,2.23,
