,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Abdoulaye Doucouré\02b29014,fr FRA,MT,24,37,37,3324,36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.6,3.6,2.6,6.2,0.10,0.07,0.17,0.10,0.17,Matchs
Richarlison\fa031b34,br BRA,ATMT,20,38,32,2823,31.4,5,4,5,0,0,4,0,0.16,0.13,0.29,0.16,0.29,10.5,10.5,3.2,13.6,0.33,0.10,0.44,0.33,0.44,Matchs
Christian Kabasele\914ab9a1,be BEL,DF,26,28,27,2330,25.9,2,0,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.2,0.7,0.02,0.01,0.03,0.02,0.03,Matchs
José Holebas\12aa7661,gr GRE,DF,33,28,26,2382,26.5,0,4,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.5,0.5,3.1,3.6,0.02,0.12,0.14,0.02,0.14,Matchs
Adrian Mariappa\8aa5f52c,jm JAM,DF,30,28,24,2210,24.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.03,0.01,0.04,0.03,0.04,Matchs
Heurelho Gomes\d596e193,br BRA,GB,36,24,24,2128,23.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tom Cleverley\6cdd8245,eng ENG,MT,27,23,22,1902,21.1,1,2,1,0,1,2,2,0.05,0.09,0.14,0.05,0.14,2.0,1.2,1.5,2.7,0.09,0.07,0.16,0.06,0.13,Matchs
Daryl Janmaat\45da6694,nl NED,DF,28,23,21,1820,20.2,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.5,1.5,1.2,2.7,0.08,0.06,0.13,0.08,0.13,Matchs
Troy Deeney\82e34b69,eng ENG,AT,29,29,20,1844,20.5,5,2,2,3,5,1,1,0.24,0.10,0.34,0.10,0.20,7.5,3.5,2.9,6.4,0.37,0.14,0.51,0.17,0.31,Matchs
