,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Kiko Femenía\e5d01ecf,es ESP,DFAT,26,23,19,1713,19.0,1,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.4,0.4,2.5,2.8,0.02,0.13,0.15,0.02,0.15,Matchs
Roberto Pereyra\75f2c59f,ar ARG,MTAT,26,32,18,1624,18.0,5,2,5,0,0,3,0,0.28,0.11,0.39,0.28,0.39,3.6,3.6,2.9,6.5,0.20,0.16,0.36,0.20,0.36,Matchs
Étienne Capoue\5acc4a10,fr FRA,MT,29,23,18,1542,17.1,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,1.2,1.2,0.9,2.0,0.07,0.05,0.12,0.07,0.12,Matchs
Sebastian Prödl\f5e6d08d,at AUT,DF,30,21,17,1570,17.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,0.9,0.03,0.02,0.05,0.03,0.05,Matchs
André Carrillo\7527558b,pe PER,ATMT,26,28,16,1540,17.1,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.0,2.0,2.5,4.5,0.12,0.15,0.26,0.12,0.26,Matchs
Andre Gray\c24dba2a,jm JAM,AT,26,31,16,1498,16.6,5,2,5,0,0,1,0,0.30,0.12,0.42,0.30,0.42,7.5,7.5,2.0,9.5,0.45,0.12,0.57,0.45,0.57,Matchs
Orestis Karnezis\85b011bb,gr GRE,GB,32,15,14,1292,14.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Marvin Zeegelaar\8abd0c03,nl NED,DF,26,12,12,994,11.0,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.8,0.8,0.00,0.07,0.07,0.00,0.07,Matchs
Will Hughes\a0666d3e,eng ENG,MTAT,22,15,11,990,11.0,2,3,2,0,0,0,0,0.18,0.27,0.45,0.18,0.45,0.8,0.8,1.5,2.3,0.07,0.14,0.21,0.07,0.21,Matchs
Miguel Britos\356a9a62,uy URU,DF,32,12,10,797,8.9,1,0,1,0,0,3,1,0.11,0.00,0.11,0.11,0.11,0.8,0.8,0.1,1.0,0.09,0.02,0.11,0.09,0.11,Matchs
Ben Watson\df540668,eng ENG,MT,32,8,6,456,5.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.04,0.04,0.00,0.04,Matchs
Craig Cathcart\89e4b358,nir NIR,DF,28,7,5,523,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matchs
Nathaniel Chalobah\422862ea,eng ENG,MT,22,6,5,447,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.17,0.01,0.18,0.17,0.18,Matchs
Molla Wagué\a440d8ca,ml MLI,DF,26,6,5,438,4.9,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.9,0.9,0.0,0.9,0.18,0.00,0.18,0.18,0.18,Matchs
Gerard Deulofeu\39583cfd,es ESP,ATMT,23,7,5,435,4.8,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.7,1.3,0.12,0.14,0.26,0.12,0.26,Matchs
Stefano Okaka\601ef102,it ITA,ATMT,27,15,3,453,5.0,1,1,1,0,0,2,0,0.20,0.20,0.40,0.20,0.40,1.8,1.8,0.4,2.2,0.35,0.08,0.43,0.35,0.43,Matchs
Nordin Amrabat\7c2a398c,ma MAR,AT,30,3,3,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.07,0.08,0.01,0.08,Matchs
Younès Kaboul\3680d723,fr FRA,DF,31,2,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jerome Sinclair\1695c659,eng ENG,ATMT,20,4,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16,Matchs
Dodi Lukebakio\0c61c77c,be BEL,MTAT,19,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.14,0.17,0.31,0.14,0.31,Matchs
Daniel Bachmann\1c0eea98,at AUT,GB,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Michael Folivi\a7b41270,eng ENG,AT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Didier Ibrahim Ndong\885b7aa7,ga GAB,DFMT,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Joy Mukena\8bfcc23b,be BEL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Costel Pantilimon\d24e154c,ro ROU,GB,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Carl Stewart\9e5c080a,eng ENG,MT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Isaac Success\f573a8bf,ng NGA,ATMT,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.9,38,418,3420,38.0,42,27,39,3,6,,,1.11,0.71,1.82,1.03,1.74,47.4,42.6,29.8,72.4,1.25,0.78,2.03,1.12,1.90,
Total adversaire,,,26.9,38,418,3420,38.0,63,43,57,6,6,65,3,1.66,1.13,2.79,1.50,2.63,57.9,53.4,35.7,89.1,1.52,0.94,2.46,1.41,2.34,
