,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Des Walker\4e1b2261,eng ENG,DF,27,42,42,3718,41.3,0,1,0,0,0,1,0,0.00,0.02,0.02,0.00,0.02,Matchs
Roland Nilsson\0ab916bf,se SWE,DFAT,29,38,38,3259,36.2,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,Matchs
Carlton Palmer\45fdede4,eng ENG,MT,27,37,37,3251,36.1,5,2,5,0,0,4,1,0.14,0.06,0.19,0.14,0.19,Matchs
Mark Bright\681a0456,eng ENG,AT,31,40,36,3241,36.0,19,6,19,0,0,3,0,0.53,0.17,0.69,0.53,0.69,Matchs
Kevin Pressman\3f2ff0b9,eng ENG,GB,25,32,32,2880,32.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matchs
Chris Bart-Williams\250d1973,eng ENG,DFMT,19,37,30,2739,30.4,8,5,8,0,0,1,0,0.26,0.16,0.43,0.26,0.43,Matchs
Nigel Worthington\20a32162,nir NIR,DFMT,31,31,30,2661,29.6,1,2,1,0,0,0,0,0.03,0.07,0.10,0.03,0.10,Matchs
Andy Pearce\fd9d0118,eng ENG,DF,27,32,29,2741,30.5,3,2,3,0,0,2,1,0.10,0.07,0.16,0.10,0.16,Matchs
Graham Hyde\1cedc407,eng ENG,MT,22,36,27,2590,28.8,1,3,1,0,0,1,0,0.03,0.10,0.14,0.03,0.14,Matchs
Andy Sinton\d74cafe4,eng ENG,MT,27,25,25,2073,23.0,3,4,3,0,0,0,0,0.13,0.17,0.30,0.13,0.30,Matchs
Ryan Jones\ca07d0a8,wls WAL,MT,20,27,24,2181,24.2,6,6,6,0,0,1,0,0.25,0.25,0.50,0.25,0.50,Matchs
Chris Waddle\27215170,eng ENG,ATMT,32,19,19,1710,19.0,3,7,3,0,0,2,0,0.16,0.37,0.53,0.16,0.53,Matchs
John Sheridan\85f0a5ee,ie IRL,MT,28,20,19,1605,17.8,3,3,1,2,3,4,0,0.17,0.17,0.34,0.06,0.22,Matchs
Gordon Watson\53c30561,eng ENG,AT,22,23,15,1513,16.8,12,2,12,0,0,2,0,0.71,0.12,0.83,0.71,0.83,Matchs
Nigel Jemson\96df0b19,eng ENG,AT,23,18,10,958,10.6,5,3,5,0,0,0,0,0.47,0.28,0.75,0.47,0.75,Matchs
Simon Coleman\88d709a1,eng ENG,DF,25,15,10,953,10.6,1,1,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,Matchs
Chris Woods\6148af60,eng ENG,GB,33,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Phil King\c7c33967,eng ENG,DF,25,10,7,723,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
David Hirst\e274c78d,eng ENG,AT,25,7,6,542,6.0,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matchs
Nigel Pearson\abe6b945,eng ENG,DF,29,6,5,405,4.5,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Mike Williams\c0b1df23,eng ENG,AT,23,4,4,280,3.1,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Adem Poric\5f0a91c5,au AUS,MT,20,6,2,241,2.7,0,1,0,0,0,1,0,0.00,0.37,0.37,0.00,0.37,Matchs
Julian Watts\4e30bcf6,eng ENG,DF,22,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Brian Linighan\8dabe458,,DF,19,1,1,45,0.5,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Lee Briscoe\49c0435b,eng ENG,DFMT,17,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Trevor Francis\849dbec1,eng ENG,AT,39,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.8,42,450,,,71,47,69,2,3,21,2,1.69,1.12,2.81,1.64,2.76,
Total adversaire,,,26.7,42,,,,,,,,,,,,,,,,
