,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Steve Sedgley\4afed0b6,eng ENG,DFMT,25,42,42,3731,41.5,5,2,5,0,0,1,0,0.12,0.05,0.17,0.12,0.17,Matchs
Vinny Samways\9dc41793,eng ENG,MT,24,39,39,3491,38.8,3,2,3,0,0,6,0,0.08,0.05,0.13,0.08,0.13,Matchs
Darren Anderton\09cebe50,eng ENG,MT,21,37,35,3071,34.1,6,6,6,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matchs
Erik Thorstvedt\e4431c65,no NOR,GB,30,32,32,2854,31.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kevin Scott\ba0facbd,eng ENG,DF,26,30,30,2622,29.1,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matchs
Gary Mabbutt\be519c25,eng ENG,DFMT,31,29,29,2526,28.1,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matchs
Jason Dozzell\a2b23551,eng ENG,MT,25,32,28,2559,28.4,8,4,8,0,0,0,0,0.28,0.14,0.42,0.28,0.42,Matchs
Sol Campbell\3e3b2fbd,eng ENG,DFAT,18,34,27,2461,27.3,0,2,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,Matchs
Nick Barmby\4af0a400,eng ENG,ATMT,19,27,27,2308,25.6,5,2,4,1,2,0,0,0.19,0.08,0.27,0.16,0.23,Matchs
Colin Calderwood\2903aa4a,sct SCO,DF,28,26,26,2336,26.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matchs
Justin Edinburgh\17743284,eng ENG,DF,23,25,24,2041,22.7,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matchs
Micky Hazard\33cc8433,eng ENG,MT,33,26,20,1932,21.5,2,2,1,1,1,1,0,0.09,0.09,0.19,0.05,0.14,Matchs
Dean Austin\c7b38bf3,eng ENG,DF,23,23,20,1761,19.6,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matchs
Teddy Sheringham\4e56eef6,eng ENG,AT,27,19,17,1541,17.1,14,5,14,0,1,2,0,0.82,0.29,1.11,0.82,1.11,Matchs
Darren Caskey\c88203e1,eng ENG,MT,18,25,16,1689,18.8,4,3,4,0,0,2,0,0.21,0.16,0.37,0.21,0.37,Matchs
David Kerslake\424b986c,eng ENG,DF,27,17,16,1443,16.0,0,3,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matchs
David Howells\cc7c360e,eng ENG,MT,25,18,15,1251,13.9,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,Matchs
Ronny Rosenthal\e69665a8,il ISR,ATMT,29,15,11,1108,12.3,2,2,2,0,0,0,0,0.16,0.16,0.32,0.16,0.32,Matchs
Ian Walker\78a90cec,eng ENG,GB,21,11,10,926,10.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gordon Durie\70370add,sct SCO,AT,27,10,10,867,9.6,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matchs
Stuart Nethercott\b5341532,eng ENG,DF,20,10,9,836,9.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Danny Hill\2055ed0e,eng ENG,MT,18,3,1,135,1.5,0,1,0,0,,0,0,0.00,0.67,0.67,0.00,0.67,Matchs
Stephen Robinson\a36cc429,nir NIR,MT,18,2,1,95,1.1,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Ijah Anderson\4933e359,eng ENG,DF,17,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,
Paul Mahorn\f39c7cf5,eng ENG,AT,19,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Moran\134d2466,,AT,25,5,0,88,1.0,0,,0,0,,0,0,0.00,,,0.00,,Matchs
John Hendry\c3ba12f6,sct SCO,AT,23,3,0,74,0.8,0,,0,0,,0,0,0.00,,,0.00,,Matchs
Stephen Carr\eb0ae1e9,ie IRL,DF,16,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Andy Gray\af618250,eng ENG,ATMT,29,2,0,44,0.5,1,0,1,0,0,0,0,2.05,0.00,2.05,2.05,2.05,Matchs
Andy Turner\2fb07a0d,ie IRL,MT,18,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,25.3,42,485,,,53,31,51,2,4,23,1,1.26,0.74,2.00,1.21,1.95,
Total adversaire,,,26.8,42,,,,,,,,,,,,,,,,
