-- League --	--- FA Cup ---	---- Other ----

1990/91
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ANTHROBUS, Steve	Forward	
										
ARDLEY, Neal	Midfielder	
										
BARTON, Warren	Full Back	
										
BENNETT, Mickey	Winger	
										
BLACKWELL, Dean	Central Defender	
										
CLARKE, Andy	Forward	
										
CORK, Alan	Forward	
										
COTTERILL, Steve	Forward	
										
CURLE, Keith	Central Defender	
										
ELKINS, Gary	Full Back	
										
FAIRWEATHER, Carlton	Winger	
										
FASHANU, John	Forward	
										
GAYLE, John	Forward	
										
GENTLE, Justin	Forward	
										
GIBSON, Terry	Forward	
										
JOSEPH, Roger	Full Back	
										
KRUSZYNSKI, Detsi	Midfielder	
										
MCGEE, Paul	Winger	
										
MILLER, Paul	Midfielder	
										
NEWHOUSE, Aidan	Forward	
										
PHELAN, Terry	Full Back	
										
RYAN, Vaughan	Midfielder	
										
SANCHEZ, Lawrie	Midfielder	
										
SCALES, John	Central Defender	
										
SEGERS, Hans	Goalkeeper	
										
SULLIVAN, Neil	Goalkeeper	
