	-- League --	--- FA Cup ---	---- Other ----

1990/91
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALLEN, Bradley 	Forward	4+6	2	0	0	0	0	1	0	0
										
BARDSLEY, David 	Full Back	38	0	0	1	0	0	5	0	0
										
BARKER, Simon 	Midfielder	31+4	1	0	1	0	0	4+1	1	0
										
BOWRY, Bobby 	Midfielder	0	0	0	0	0	0	0	0	0
										
BREVETT, Rufus 	Full Back	10	0	0	0	0	0	0	0	0
										
CAESAR, Gus 	Central Defender	5	0	0	0	0	0	0	0	0
										
CALDWELL, Peter 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
CHANNING, Justin 	Full Back	3+2	0	0	1	0	0	0	0	0
										
FALCO, Mark 	Forward	17+3	5	0	1	0	0	1	1	0
										
FERDINAND, Les 	Forward	15+3	8	0	0+1	0	0	2	2	0
										
HERRERA, Robbie 	Full Back	3	0	0	0	0	0	1	0	0
										
IORFA, Dominic 	Forward	1+5	0	0	0	0	0	1	0	0
										
LAW, Brian 	Central Defender	3	0	0	0	0	0	2+1	0	0
										
MACCIOCHI, David 	Winger	0	0	0	0	0	0	0	0	0
										
MADDIX, Danny 	Central Defender	32	1	0	1	1	0	3	1	0
										
MCCARTHY, Alan 	Central Defender	1+1	0	0	0+1	0	0	1	0	0
										
MCDONALD, Alan 	Central Defender	17	0	0	0	0	0	3	0	0
										
MEAKER, Michael 	Winger	0+8	0	0	0	0	0	0+1	0	0
										
PARKER, Paul 	Full Back	13+4	1	0	0	0	0	4	0	0
										
PARKS, Tony 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
PEACOCK, Darren 	Central Defender	19	0	0	0	0	0	0	0	0
										
ROBERTS, Tony 	Goalkeeper	12	0	0	0	0	0	4	0	0
										
SANSOM, Kenny 	Full Back	28	0	0	1	0	0	5	0	0
										
SINTON, Andy 	Winger	38	3	0	1	0	0	5	0	0
										
STEJSKAL, Jan 	Goalkeeper	26	0	0	1	0	0	1	0	0
										
TILLSON, Andy 	Central Defender	18+1	2	0	0	0	0	0	0	0
										
WEGERLE, Roy 	Forward	35	18	8	1	0	0	5	1	0
										
WILKINS, Ray 	Midfielder	38	2	0	1	0	0	5	0	0
										
WILSON, Clive 	Full Back	11+2	1	0	1	0	0	2+1	0	0
