-- League --	--- FA Cup ---	---- Other ----

1990/91
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
AGANA, Tony 	Forward	11+5	2	0	0	0	0	2	1	0
										
BARNES, David 	Full Back	28	1	0	1	0	0	4	0	0
										
BEESLEY, Paul 	Central Defender	37	1	0	0	0	0	6	1	0
										
BOOKER, Bob 	Midfielder	19+10	3	0	0	0	0	2+2	0	0
										
BRADSHAW, Carl 	Full Back	24+3	1	0	1	1	0	4+1	1	0
										
BRYSON, Ian 	Winger	25+4	7	0	1	0	0	3	2	0
										
CIRCUIT, Steve 	Midfielder	0	0	0	0	0	0	0	0	0
										
DEANE, Brian 	Forward	38	13	1	1	0	0	5	4	0
										
DUFFIELD, Peter 	Forward	0+2	0	0	0	0	0	1+4	2	0
										
GANNON, John 	Midfielder	19+3	0	0	1	0	0	3	0	0
										
HILL, Colin 	Central Defender	24	0	0	1	0	0	4	0	0
										
HODGES, Glyn 	Winger	12	4	0	0	0	0	0	0	0
										
HOYLAND, Jamie 	Midfielder	17+4	0	0	1	0	0	2	1	0
										
JONES, Vinnie 	Midfielder	31	2	0	1	0	0	5	0	0
										
KITE, Phil 	Goalkeeper	7	0	0	0	0	0	2	0	0
										
LAKE, Mike 	Midfielder	3+4	0	0	0	0	0	2	0	0
										
LUCAS, Richard 	Full Back	8+1	0	0	1	0	0	0+1	0	0
										
MARWOOD, Brian 	Winger	13+4	2	0	0+1	0	0	3	0	0
										
MCCARTHY, Tony 	Central Defender	0	0	0	0	0	0	0	0	0
										
MORRIS, Mark 	Central Defender	12+2	0	0	0	0	0	3	0	0
										
PEMBERTON, John 	Full Back	21	0	0	0	0	0	2	0	0
										
REED, John 	Winger	0	0	0	0	0	0	0	0	0
										
ROSTRON, Wilf 	Full Back	9+1	0	0	0	0	0	2+1	0	0
										
SAYER, Andy 	Forward	0+3	0	0	0	0	0	0	0	0
										
STANCLIFFE, Paul 	Central Defender	3	0	0	0	0	0	0	0	0
										
TODD, Mark 	Midfielder	2+1	0	0	0	0	0	2	0	0
										
TRACEY, Simon 	Goalkeeper	31	0	0	1	0	0	4	0	0
										
VICKERS, Ashley 	Central Defender	0	0	0	0	0	0	0	0	0
										
WARD, Mitch 	Midfielder	3+1	0	0	0	0	0	0	0	0
										
WHITEHOUSE, Dane 	Winger	1+3	0	0	0	0	0	0+1	0	0
										
WHITEHURST, Billy 	Forward	3+5	0	0	0	0	0	1	0	0
										
WILDER, Chris 	Full Back	16	0	0	1	0	0	2	0	0
										
WOOD, Paul 	Winger	1+6	0	0	0	0	0	2	0	0
