-- League --	--- FA Cup ---	---- Other ----

1982/83
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ALEXANDER, Phil	Central Defender	
										
BARHAM, Mark	Winger	
										
BENNETT, Dave	Winger	
										
BERTSCHIN, Keith	Forward	
										
CHANNON, Mick	Forward	
										
CROWE, Mark	Central Defender	
										
DEEHAN, John	Forward	
										
DONOWA, Louie	Winger	
										
DOWNS, Greg	Full Back	
										
FASHANU, John	Forward	
										
HAREIDE, Aage	Central Defender	
										
HAYLOCK, Paul	Full Back	
										
JACK, Ross	Forward	
										
MCGUIRE, Mick	Midfielder	
										
MENDHAM, Peter	Midfielder	
										
METCALF, Mark	Midfielder	
										
MOUNTFORD, Peter	Midfielder	
										
O'NEILL, Martin	Midfielder	
										
SMITH, Colin	Central Defender	
										
SYMONDS, Richard	Full Back	
										
VAN WIJK, Dennis	Full Back	
										
WALFORD, Steve	Central Defender	
										
WALSH, Mike	Central Defender	
										
WATSON, Dave	Central Defender	
										
WOODS, Chris	Goalkeeper	
