,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Stephen Ireland\bcf30f17,ie IRL,MT,21,35,34,3030,33.7,9,9,9,0,0,8,0,0.27,0.27,0.53,0.27,0.53,Matchs
Vincent Kompany\d2bff301,be BEL,DF,22,34,34,2990,33.2,1,3,1,0,0,8,0,0.03,0.09,0.12,0.03,0.12,Matchs
Micah Richards\ff87875a,eng ENG,DF,20,34,33,2704,30.0,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matchs
Richard Dunne\6cbc015d,ie IRL,DF,28,31,31,2732,30.4,1,0,1,0,0,4,2,0.03,0.00,0.03,0.03,0.03,Matchs
Robinho\f034613c,br BRA,ATMT,24,31,30,2623,29.1,14,5,13,1,2,3,0,0.48,0.17,0.65,0.45,0.62,Matchs
Shaun Wright-Phillips\e1e0b05f,eng ENG,ATMT,26,27,27,2423,26.9,5,3,5,0,0,3,0,0.19,0.11,0.30,0.19,0.30,Matchs
Pablo Zabaleta\6813ac34,ar ARG,DFMT,23,29,26,2373,26.4,1,2,1,0,0,3,1,0.04,0.08,0.11,0.04,0.11,Matchs
Joe Hart\cb4f24c6,eng ENG,GB,21,23,23,1998,22.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Elano\1db88b29,br BRA,MT,27,28,21,1868,20.8,6,3,2,4,4,3,0,0.29,0.14,0.43,0.10,0.24,Matchs
Nedum Onuoha\b28a0b5a,eng ENG,DF,21,23,20,1872,20.8,1,1,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,Matchs
Wayne Bridge\86b982bc,eng ENG,DF,27,16,16,1359,15.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Nigel de Jong\a0e209bc,nl NED,MT,23,16,16,1344,14.9,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matchs
Shay Given\0db918ff,ie IRL,GB,32,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Javier Garrido\3b142ce5,es ESP,DF,23,13,11,998,11.1,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matchs
Felipe Caicedo\93b891d1,ec ECU,ATMT,19,17,10,819,9.1,4,0,4,0,0,2,0,0.44,0.00,0.44,0.44,0.44,Matchs
Tal Ben Haim\2277a390,il ISR,DF,26,9,8,765,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Ball\cde17c0f,eng ENG,DF,28,8,8,713,7.9,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matchs
Craig Bellamy\b9eae55b,wls WAL,AT,29,8,7,631,7.0,2,0,2,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matchs
Benjani Mwaruwari\9fc277ee,zw ZIM,AT,29,8,7,550,6.1,1,1,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matchs
Jô\e47d11f8,br BRA,AT,21,9,6,587,6.5,1,2,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,Matchs
Darius Vassell\e342b5e7,eng ENG,ATMT,28,8,6,446,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dietmar Hamann\01c05efb,de GER,MT,34,9,5,476,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Martin Petrov\011360ce,bg BUL,ATMT,29,9,4,339,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gelson Fernandes\8e58987d,ch SUI,MT,21,17,3,501,5.6,1,0,1,0,0,3,1,0.18,0.00,0.18,0.18,0.18,Matchs
Daniel Sturridge\1b7ec703,eng ENG,ATMT,18,16,3,449,5.0,4,3,3,1,1,0,0,0.80,0.60,1.40,0.60,1.20,Matchs
Ched Evans\bb770c52,wls WAL,AT,19,16,3,414,4.6,1,1,1,0,0,1,0,0.22,0.22,0.43,0.22,0.43,Matchs
Vedran Ćorluka\6ceef869,hr CRO,DF,22,3,3,270,3.0,1,0,1,0,0,0,0,0.33,0.00,0.33,0.33,0.33,Matchs
Michael Johnson\b44ee3cd,eng ENG,MT,20,3,3,260,2.9,0,1,0,0,0,0,0,0.00,0.35,0.35,0.00,0.35,Matchs
Valeri Bojinov\7c0d35bc,bg BUL,AT,22,8,2,225,2.5,1,1,1,0,0,1,0,0.40,0.40,0.80,0.40,0.80,Matchs
Kelvin Etuhu\803e286e,ng NGA,ATMT,20,4,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Shay Logan\e5895f93,eng ENG,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kasper Schmeichel\53af52f3,dk DEN,GB,21,1,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Vladimír Weiss\1e17dfc7,sk SVK,ATMT,18,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Gláuber\68ea0c50,br BRA,DF,24,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,24.5,38,418,,,56,35,50,6,7,49,4,1.47,0.92,2.39,1.32,2.24,
Total adversaire,,,26.7,38,,,,,,,,,,,,,,,,
