,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Sami Hyypiä\087b932d,fi FIN,DF,25,38,38,3376,37.5,2,2,2,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matchs
Sander Westerveld\dc8d38a2,nl NED,GB,24,36,36,3240,36.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matchs
Patrik Berger\f16325b3,cz CZE,MT,25,34,34,2902,32.2,9,3,8,1,1,2,0,0.28,0.09,0.37,0.25,0.34,Matchs
Jamie Carragher\d0ebce19,eng ENG,DFMT,21,36,33,2987,33.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dominic Matteo\f6ea8457,sct SCO,DFMT,25,32,32,2872,31.9,0,6,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matchs
Stéphane Henchoz\17476497,ch SUI,DF,24,29,29,2604,28.9,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dietmar Hamann\01c05efb,de GER,MT,25,28,27,2249,25.0,1,2,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matchs
Steven Gerrard\caeb5442,eng ENG,MT,19,29,26,2151,23.9,1,3,1,0,0,5,1,0.04,0.13,0.17,0.04,0.17,Matchs
Titi Camara\9a0eee14,gn GUI,AT,26,33,22,1977,22.0,9,1,9,0,0,6,0,0.41,0.05,0.46,0.41,0.46,Matchs
Michael Owen\88b3f52c,eng ENG,AT,19,27,22,1830,20.3,11,3,10,1,3,2,0,0.54,0.15,0.69,0.49,0.64,Matchs
David Thompson\5696222a,eng ENG,MT,21,27,19,1713,19.0,3,3,3,0,0,7,1,0.16,0.16,0.32,0.16,0.32,Matchs
Jamie Redknapp\c337443d,eng ENG,MT,26,22,18,1655,18.4,3,1,2,1,1,4,,0.16,0.05,0.22,0.11,0.16,Matchs
Rigobert Song\d884e39b,cm CMR,DF,23,18,14,1290,14.3,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matchs
Vladimír Šmicer\134c46b4,cz CZE,ATMT,26,21,13,1176,13.1,1,4,1,0,0,1,0,0.08,0.31,0.38,0.08,0.38,Matchs
Emile Heskey\30184789,eng ENG,AT,21,12,12,1021,11.3,3,,,,,0,0,0.26,,,,,Matchs
Vegard Heggem\b7c6e000,no NOR,DFMT,24,22,10,1047,11.6,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matchs
Danny Murphy\03a97c40,eng ENG,MT,22,23,9,1024,11.4,3,2,3,0,0,3,0,0.26,0.18,0.44,0.26,0.44,Matchs
Robbie Fowler\7cd34266,eng ENG,AT,24,14,8,810,9.0,3,1,3,0,0,1,0,0.33,0.11,0.44,0.33,0.44,Matchs
Erik Meijer\150df2bb,nl NED,AT,29,20,7,793,8.8,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matchs
Steve Staunton\cb617782,ie IRL,DFMT,30,12,7,681,7.6,0,1,0,0,0,2,1,0.00,0.13,0.13,0.00,0.13,Matchs
Brad Friedel\b8c0a975,us USA,GB,28,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Karl-Heinz Riedle\2c7f0e9f,de GER,AT,33,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jon Newby\e5dbceec,eng ENG,AT,20,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,24.3,38,418,,,50,30,47,3,5,55,4,1.32,0.79,2.11,1.24,2.03,
Total adversaire,,,27.0,38,,,,,,,,,,,,,,,,
