Nation,Name,Position,App,Gls,Pen,App,Gls,Pen,App,Gls,Pen
,,,League,League,League,FA Cup,FA Cup,FA Cup,Other,Other,Other
,"ALDERMAN, Albert ",Inside Forward,3,0,0,0,0,0,0,0,0
,"BARKER, Jack ",Central Defender,39,1,0,6,0,0,0,0,0
,"BOWDEN, Ossie ",Inside Forward,4,1,0,0,0,0,0,0,0
,"BOWERS, Jack ",Centre Forward,41,35,0,6,8,0,0,0,0
,"CARR, Billy ",Full Back,2,0,0,0,0,0,0,0,0
,"COLLIN, George ",Full Back,42,0,0,6,0,0,0,0,0
,"COOPER, Tommy ",Full Back,36,0,0,6,0,0,0,0,0
,"CROOKS, Sammy ",Winger,28,5,0,6,2,0,0,0,0
,"DUNCAN, Dally ",Winger,40,17,1,6,4,0,0,0,0
,"FABIAN, Howard ",Inside Forward,9,1,0,4,2,0,0,0,0
,"HANN, Ralph ",Wing Half,1,0,0,0,0,0,0,0,0
,"HUTCHISON, Duncan ",Centre Forward,21,1,1,0,0,0,0,0,0
,"JESSOP, Freddie ",Wing Half,13,2,0,3,0,0,0,0,0
,"KEEN, Eric ",     	Wing Half,41,0,0,6,0,0,0,0,0
,"KIRBY, Jack ",Goalkeeper,20,0,0,6,0,0,0,0,0
,"NICHOLAS, Jack ",Wing Half,41,0,0,5,0,0,0,0,0
,"RAMAGE, Peter ",Inside Forward,39,7,0,6,2,0,0,0,0
,"RANDALL, Jimmy ",Winger,7,1,0,0,0,0,0,0,0
,"REID, Sid ",Full Back,2,0,0,0,0,0,0,0,0
,"ROBSON, Norman ",Centre Forward,8,1,0,0,0,0,0,0,0
,"WEBB, Jack ",Full Back,3,0,0,0,0,0,0,0,0
,"WILKES, Harry ",Goalkeeper,22,0,0,0,0,0,0,0,0
