-- League --	--- FA Cup ---	---- Other ----

1965/66
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BEST, Billy 	Forward	4	1	0	0	0	0	0	0	0
										
BRANSTON, Terry 	Central Defender	27+1	0	0	1	0	0	1	0	0
										
BROADFOOT, Joe 	Winger	17	1	0	1	0	0	0	0	0
										
BROWN, Bobby 	Forward	21	9	0	1	1	0	2	0	0
										
CARR, Graham 	Central Defender	27	0	0	1	0	0	2	0	0
										
COCKCROFT, Vic 	Full Back	17+1	1	0	0	0	0	1	0	0
										
COE, Norman 	Goalkeeper	15	0	0	1	0	0	0	0	0
										
ETHERIDGE, Brian 	Inside Forward	0	0	0	0	0	0	1	0	0
										
EVERITT, Mike 	Full Back	31+1	1	0	1	0	0	2	1	0
										
FOLEY, Theo 	Full Back	31	2	2	1	0	0	2	0	0
										
HALL, Jim 	Forward	14+1	3	0	1	0	0	0	0	0
										
HARVEY, Bryan 	Goalkeeper	27	0	0	0	0	0	2	0	0
										
HUDSON, George 	Forward	11	6	0	0	0	0	0	0	0
										
HUNT, Bobby 	Forward	13	3	0	0	0	0	0	0	0
										
KIERNAN, Joe 	Central Defender	42	2	0	1	0	0	2	0	0
										
KURILA, John 	Central Defender	20	1	0	0	0	0	1	0	0
										
LECK, Derek 	Wing Half	11	0	0	0	0	0	1	0	0
										
LEEK, Ken 	Forward	3	1	0	0	0	0	0	0	0
										
LINES, Barry 	Winger	40	5	0	1	0	0	1	0	0
										
LIVESEY, Charlie 	Forward	3	1	0	0	0	0	0	0	0
										
MACKIN, John 	Full Back	7+2	1	0	0	0	0	0	0	0
										
MARTIN, Don 	Forward	26	7	0	1	0	0	1	0	0
										
MOORE, Graham 	Midfielder	21	7	0	0	0	0	0	0	0
										
ROBSON, Tommy 	Winger	15+1	3	0	0	0	0	2	0	0
										
WALDEN, Harry 	Winger	19	0	0	0	0	0	1	0	0
