,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Robert Green\a350680b,eng ENG,GB,29,38,38,3402,37.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Matthew Upson\1a6e6d03,eng ENG,DF,30,33,33,2904,32.3,3,0,3,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matchs
Julien Faubert\525642e0,fr FRA,DFAT,25,33,32,2820,31.3,1,3,1,0,0,6,0,0.03,0.10,0.13,0.03,0.13,Matchs
Scott Parker\65faf2a1,eng ENG,MT,28,31,30,2573,28.6,2,3,2,0,0,9,1,0.07,0.10,0.17,0.07,0.17,Matchs
Radoslav Kováč\cf3f2f6d,cz CZE,DFMT,29,31,27,2261,25.1,2,2,2,0,0,8,1,0.08,0.08,0.16,0.08,0.16,Matchs
Carlton Cole\51b2effb,eng ENG,AT,25,30,26,2287,25.4,10,3,9,1,1,3,0,0.39,0.12,0.51,0.35,0.47,Matchs
Mark Noble\ff527768,eng ENG,MT,22,27,25,2119,23.5,2,4,1,1,1,6,1,0.08,0.17,0.25,0.04,0.21,Matchs
Valon Behrami\d3d758d8,ch SUI,DFMT,24,27,24,2048,22.8,1,1,1,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matchs
Jonathan Spector\3670bd5c,us USA,DFMT,23,27,22,2240,24.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
James Tomkins\e7ca0439,eng ENG,DFMT,20,23,22,1996,22.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jack Collison\0566f8a9,wls WAL,MT,20,22,19,1654,18.4,2,3,2,0,0,3,0,0.11,0.16,0.27,0.11,0.27,Matchs
Alessandro Diamanti\cb5af1af,it ITA,ATMT,26,27,18,1815,20.2,7,3,3,4,5,5,0,0.35,0.15,0.50,0.15,0.30,Matchs
Guillermo Franco\15e15558,mx MEX,AT,32,23,16,1367,15.2,5,3,5,0,0,5,0,0.33,0.20,0.53,0.33,0.53,Matchs
Hérita Ilunga\1550f0e0,cd COD,DF,27,16,16,1206,13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matchs
Manuel da Costa\50e14b3c,ma MAR,DF,23,15,12,1096,12.2,2,0,2,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matchs
Junior Stanislas\6992791d,eng ENG,MT,19,26,11,1251,13.9,2,2,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matchs
Danny Gabbidon\90148433,wls WAL,DF,29,10,8,715,7.9,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matchs
Luis Jiménez\8e3320c6,cl CHI,ATMT,25,11,6,658,7.3,1,2,0,1,1,3,0,0.14,0.27,0.41,0.00,0.27,Matchs
Ilan\f0a36f0c,br BRA,AT,28,11,6,577,6.4,4,0,4,0,0,0,0,0.62,0.00,0.62,0.62,0.62,Matchs
Zavon Hines\29b8c15b,eng ENG,ATMT,20,13,5,606,6.7,1,0,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matchs
Mido\91d87d09,eg EGY,AT,26,9,5,490,5.4,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Fabio Daprelà\6bff8a73,ch SUI,DFMT,18,7,4,373,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kieron Dyer\90b5a2f2,eng ENG,MT,30,10,4,362,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matchs
James Collins\c61f1719,wls WAL,DF,25,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Frank Nouble\0a8e46da,eng ENG,ATMT,17,8,3,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Benni McCarthy\a6f401c6,za RSA,AT,31,5,2,157,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Luís Boa Morte\59ab6332,pt POR,ATMT,31,1,1,63,0.7,1,0,1,0,0,1,0,1.43,0.00,1.43,1.43,1.43,Matchs
Péter Kurucz\dedc6acd,hu HUN,GB,21,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Freddie Sears\07059b2e,eng ENG,ATMT,19,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jordan Spence\f7780381,eng ENG,DF,19,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.0,38,418,,,46,27,39,7,9,63,3,1.21,0.71,1.92,1.03,1.74,
Total adversaire,,,27.2,38,,,,,,,,,,,,,,,,
