,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Andy Dawson\d87a80b2,eng ENG,DF,30,35,35,3065,34.1,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matchs
Boaz Myhill\7ca2d989,wls WAL,GB,26,27,27,2430,27.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Stephen Hunt\51ac7604,ie IRL,ATMT,27,27,27,2316,25.7,6,4,5,1,1,4,0,0.23,0.16,0.39,0.19,0.35,Matchs
Paul McShane\5785993d,ie IRL,DF,23,27,26,2293,25.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
George Boateng\a44a9f65,nl NED,MT,33,29,26,2230,24.8,1,1,1,0,0,4,2,0.04,0.04,0.08,0.04,0.08,Matchs
Anthony Gardner\0f2da318,eng ENG,DF,28,24,24,2160,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kamil Zayatte\1914aaad,gn GUI,DFMT,24,23,21,1869,20.8,2,1,2,0,0,3,0,0.10,0.05,0.14,0.10,0.14,Matchs
Craig Fagan\26d9e452,eng ENG,ATMT,26,25,20,1829,20.3,2,2,1,1,1,7,1,0.10,0.10,0.20,0.05,0.15,Matchs
Steven Mouyokolo\6d60be73,cg CGO,DF,22,21,19,1674,18.6,1,0,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matchs
Jan Vennegoor of Hesselink\13a250bb,nl NED,AT,30,31,17,1489,16.5,3,2,3,0,0,0,0,0.18,0.12,0.30,0.18,0.30,Matchs
Geovanni\ffeaaebe,br BRA,ATMT,29,26,16,1540,17.1,3,0,3,0,1,3,1,0.18,0.00,0.18,0.18,0.18,Matchs
Jozy Altidore\8db8ad1e,us USA,AT,19,28,16,1461,16.2,1,3,1,0,0,4,1,0.06,0.18,0.25,0.06,0.25,Matchs
Bernard Mendy\ea52a7a5,fr FRA,DFAT,27,21,15,1397,15.5,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matchs
Kevin Kilbane\56cf4517,ie IRL,DFMT,32,21,15,1356,15.1,1,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matchs
Dean Marney\b3379356,eng ENG,MT,25,16,15,1217,13.5,1,3,1,0,0,4,0,0.07,0.22,0.30,0.07,0.30,Matchs
Richard Garcia\c3ae2db4,au AUS,ATMT,27,18,14,1097,12.2,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matchs
Jimmy Bullard\d46ae0c2,eng ENG,MT,30,14,13,1051,11.7,4,1,0,4,5,0,0,0.34,0.09,0.43,0.00,0.09,Matchs
Seyi Olofinjana\d9ad4d20,ng NGA,MT,29,19,11,1138,12.6,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matchs
Matt Duke\752fc876,eng ENG,GB,32,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Tom Cairney\a8748947,sct SCO,MT,18,11,10,897,10.0,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matchs
Ibrahima Sonko\1e7c36d0,sn SEN,DF,28,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Caleb Folan\bc0bc597,ie IRL,AT,26,8,7,565,6.3,2,0,2,0,0,1,0,0.32,0.00,0.32,0.32,0.32,Matchs
Nick Barmby\4af0a400,eng ENG,ATMT,35,20,6,758,8.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kamel Ghilas\7b144fc2,dz ALG,AT,25,13,6,586,6.5,1,1,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,Matchs
Michael Turner\422a65eb,eng ENG,DF,25,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Amr Zaki\fb1fca2e,eg EGY,AT,26,6,2,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mark Cullen\c6f5f773,eng ENG,AT,17,3,2,196,2.2,1,0,1,0,0,0,0,0.46,0.00,0.46,0.46,0.46,Matchs
Will Atkinson\a16b77f1,eng ENG,MT,20,2,2,180,2.0,1,0,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,Matchs
Liam Cooper\dc64b8b3,sct SCO,DF,17,2,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Daniel Cousin\c666c11f,ga GAB,AT,32,3,1,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,27.7,38,418,,,33,16,27,6,8,63,6,0.87,0.42,1.29,0.71,1.13,
Total adversaire,,,27.1,38,,,,,,,,,,,,,,,,
