,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Emiliano Martínez\7956236f,ar ARG,GB,27,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matchs
Matt Targett\e514ab62,eng ENG,DF,24,38,38,3404,37.8,0,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09,Matchs
John McGinn\90f91999,sct SCO,MT,25,37,37,3330,37.0,3,5,3,0,0,12,0,0.08,0.14,0.22,0.08,0.22,2.2,2.2,3.0,5.3,0.06,0.08,0.14,0.06,0.14,Matchs
Ollie Watkins\aed3a70f,eng ENG,AT,24,37,37,3328,37.0,14,5,13,1,2,4,1,0.38,0.14,0.51,0.35,0.49,16.0,14.5,4.2,18.7,0.43,0.11,0.55,0.39,0.51,Matchs
Tyrone Mings\8397a50c,eng ENG,DF,27,36,36,3194,35.5,2,2,2,0,0,6,1,0.06,0.06,0.11,0.06,0.11,1.9,1.9,0.6,2.5,0.05,0.02,0.07,0.05,0.07,Matchs
Ezri Konsa\0313a347,eng ENG,DF,22,36,35,3196,35.5,2,0,2,0,0,3,0,0.06,0.00,0.06,0.06,0.06,2.1,2.1,0.2,2.3,0.06,0.01,0.07,0.06,0.07,Matchs
Douglas Luiz\6f7d826d,br BRA,MT,22,33,32,2781,30.9,0,2,0,0,0,10,1,0.00,0.06,0.06,0.00,0.06,1.5,1.5,1.5,3.0,0.05,0.05,0.10,0.05,0.10,Matchs
Bertrand Traoré\c47541e0,bf BFA,AT,24,36,29,2317,25.7,7,6,7,0,0,1,0,0.27,0.23,0.50,0.27,0.50,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37,Matchs
Matty Cash\2389cdc2,pl POL,DF,22,28,28,2372,26.4,0,2,0,0,0,8,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,2.2,2.5,0.01,0.08,0.10,0.01,0.10,Matchs
Jack Grealish\b0b4fd3e,eng ENG,ATMT,24,26,24,2185,24.3,6,10,6,0,0,6,0,0.25,0.41,0.66,0.25,0.66,4.3,4.3,8.6,12.9,0.18,0.35,0.53,0.18,0.53,Matchs
Ross Barkley\3a24769f,eng ENG,MT,26,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.19,0.21,0.40,0.19,0.40,Matchs
Anwar El Ghazi\ffa90327,nl NED,AT,25,28,17,1613,17.9,10,0,6,4,4,2,0,0.56,0.00,0.56,0.33,0.33,8.1,5.1,2.3,7.3,0.45,0.13,0.58,0.28,0.41,Matchs
Trézéguet\3ae14ed1,eg EGY,AT,25,21,12,1166,13.0,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2.0,5.8,0.29,0.15,0.45,0.29,0.45,Matchs
Marvelous Nakamba\de5b5570,zw ZIM,MT,26,13,9,749,8.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matchs
Ahmed Elmohamady\615ef733,eg EGY,DF,32,14,8,839,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.05,0.07,0.12,0.05,0.12,Matchs
Kortney Hause\bf8fad51,eng ENG,DF,25,7,7,630,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,1.2,1.2,0.0,1.2,0.17,0.00,0.17,0.17,0.17,Matchs
Jacob Ramsey\1544f145,eng ENG,MTAT,19,22,6,626,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.07,0.04,0.11,0.07,0.11,Matchs
Morgan Sanson\6e7f1353,fr FRA,MT,25,9,3,294,3.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.05,0.01,0.05,Matchs
Conor Hourihane\fcab00a0,ie IRL,MT,29,4,3,225,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,0.5,0.5,0.8,1.3,0.20,0.32,0.52,0.20,0.52,Matchs
Keinan Davis\9deaf2c8,eng ENG,ATMT,22,15,1,277,3.1,1,1,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65,1.0,1.0,0.5,1.5,0.34,0.16,0.49,0.34,0.49,Matchs
Carney Chukwuemeka\b2f9c73e,eng ENG,ATMT,16,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.29,0.00,0.29,0.29,0.29,Matchs
Wesley Moraes\bfae110f,br BRA,MTAT,23,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matchs
Neil Taylor\c2f9d19f,wls WAL,DF,31,1,0,16,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jaden Philogene Bidace\19f4d211,eng ENG,AT,18,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Björn Engels\4fdf1fd9,be BEL,DF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Frederic Guilbert\5d8d7454,fr FRA,DFMT,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kaine Hayden\486b08b3,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Tom Heaton\a6de6361,eng ENG,GB,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Kaine Kessler\9b066938,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Jed Steer\a8a3d139,eng ENG,GB,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.2,38,418,3420,38.0,52,38,47,5,6,71,4,1.37,1.00,2.37,1.24,2.24,52.9,48.5,37.1,85.6,1.39,0.98,2.37,1.28,2.25,
Total adversaire,,,26.7,38,418,3420,38.0,45,30,40,5,6,73,7,1.18,0.79,1.97,1.05,1.84,52.9,48.4,32.7,81.1,1.39,0.86,2.25,1.27,2.13,
