,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Paul Robinson\3515ba56,eng ENG,GB,22,38,38,3420,38.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matchs
Alan Smith\fdac06ea,eng ENG,ATMT,21,33,33,2743,30.5,3,5,3,0,1,11,2,0.10,0.16,0.26,0.10,0.26,Matchs
Danny Mills\240e4301,eng ENG,DF,25,33,32,2816,31.3,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matchs
Harry Kewell\51ef13b9,au AUS,ATMT,23,31,31,2703,30.0,14,7,14,0,0,3,0,0.47,0.23,0.70,0.47,0.70,Matchs
Eirik Bakke\5a10a72e,no NOR,MT,24,34,31,2643,29.4,1,3,1,0,0,10,0,0.03,0.10,0.14,0.03,0.14,Matchs
Mark Viduka\c4c545c7,au AUS,AT,26,33,29,2588,28.8,20,3,17,3,3,6,0,0.70,0.10,0.80,0.59,0.70,Matchs
Ian Harte\fd4fa092,ie IRL,DF,24,27,24,2204,24.5,3,3,2,1,1,3,0,0.12,0.12,0.25,0.08,0.20,Matchs
Gary Kelly\1832e33c,ie IRL,DF,28,25,24,2186,24.3,0,5,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matchs
Jason Wilcox\6b9fa9ad,eng ENG,ATMT,31,25,23,2024,22.5,1,2,1,0,0,3,0,0.04,0.09,0.13,0.04,0.13,Matchs
Dominic Matteo\f6ea8457,sct SCO,DFMT,28,20,20,1732,19.2,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matchs
Jonathan Woodgate\9482a3bd,eng ENG,DF,22,18,18,1601,17.8,1,2,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,Matchs
Lucas Radebe\84d2a0f0,za RSA,DF,33,19,16,1515,16.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Teddy Lučić\25a2a558,se SWE,DF,29,17,16,1359,15.1,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matchs
Nick Barmby\4af0a400,eng ENG,ATMT,28,19,16,1348,15.0,4,2,4,0,0,2,0,0.27,0.13,0.40,0.27,0.40,Matchs
Lee Bowyer\f4fd57ba,eng ENG,MT,25,15,15,1342,14.9,3,4,3,0,0,7,0,0.20,0.27,0.47,0.20,0.47,Matchs
Paul Okon\61d7a6b1,au AUS,MT,30,15,15,1285,14.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Duberry\db61b520,eng ENG,DF,26,14,11,1032,11.5,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matchs
Stephen McPhail\60c96516,ie IRL,MT,22,13,7,662,7.4,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matchs
Seth Johnson\5915b54c,eng ENG,ATMT,23,9,6,358,4.0,1,0,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matchs
Raúl Bravo\65b9e56b,es ESP,DF,21,5,5,400,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Olivier Dacourt\3a114b3c,fr FRA,MT,27,7,4,369,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jacob Burns\400a4f05,au AUS,MT,24,2,2,127,1.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
James Milner\2f90f6b8,eng ENG,DFMT,16,18,1,509,5.7,2,1,2,0,0,0,0,0.35,0.18,0.53,0.35,0.53,Matchs
Michael Bridges\a57b3014,eng ENG,ATMT,23,5,1,141,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Simon Johnson\dca18241,eng ENG,MT,19,4,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jamie McMaster\dbae44b4,eng ENG,MT,19,4,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Matthew Kilgallon\7c6a3c44,eng ENG,DF,18,2,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,25.8,38,401,,,54,39,50,4,5,62,1,1.42,1.03,2.45,1.32,2.34,
Total adversaire,,,27.1,38,,,,,,,,,,,,,,,,
