-- League --	--- FA Cup ---	---- Other ----

1971/72
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BENNETT, Paul 	Central Defender	2	0	0	0	0	0	0	0	0
										
BYRNE, Tony 	Full Back	12+3	1	0	2	0	0	0	0	0
										
CHANNON, Mick 	Forward	42	14	1	2	2	0	4	1	1
										
DAVIES, Ron 	Forward	27	11	0	2	0	0	1+2	0	0
										
FISHER, Hugh 	Midfielder	11	2	0	0	0	0	3	0	0
										
FRY, Roger 	Full Back	22	0	0	2	0	0	1	0	0
										
GABRIEL, Jimmy 	Midfielder	36+1	5	2	2	0	0	3	0	0
										
GILCHRIST, Paul 	Forward	1+1	0	0	0	0	0	0	0	0
										
HOLLYWOOD, Denis 	Full Back	16	0	0	0	0	0	3	0	0
										
JENKINS, Tommy 	Winger	28	2	0	2	0	0	4	2	0
										
KIRKUP, Joe 	Full Back	23	1	0	0+1	0	0	4	0	0
										
LOVETT, Graham 	Midfielder	3	0	0	0	0	0	0	0	0
										
MARTIN, Eric 	Goalkeeper	42	0	0	2	0	0	4	0	0
										
MCCARTHY, Bob 	Full Back	19	1	0	2	0	0	0	0	0
										
MCGRATH, John 	Central Defender	27	0	0	0	0	0	4	0	0
										
O'BRIEN, Gerry 	Winger	21+2	1	0	2	0	0	0+1	0	0
										
O'NEIL, Brian 	Midfielder	30+1	2	0	0	0	0	4	0	0
										
PAINE, Terry 	Winger	37+3	2	0	2	0	0	4	0	0
										
STEELE, Jim 	Central Defender	16	0	0	0	0	0	0	0	0
										
STOKES, Bobby 	Forward	37+4	7	0	2	0	0	4	1	0
										
TALKES, Wayne 	Midfielder	1	0	0	0	0	0	0	0	0
										
WALKER, Dave 	Central Defender	9+2	0	0	0	0	0	1	0	0
