,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Chris Kirkland\710265d2,eng ENG,GB,26,37,37,3330,37.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Paul Scharner\d8bcce3d,at AUT,DFMT,27,37,37,3312,36.8,4,1,4,0,0,6,0,0.11,0.03,0.14,0.11,0.14,Matchs
Kevin Kilbane\56cf4517,ie IRL,DFMT,30,35,33,2963,32.9,1,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,Matchs
Mario Melchiot\1f5e2ed9,nl NED,DF,30,31,31,2633,29.3,0,1,0,0,0,2,1,0.00,0.03,0.03,0.00,0.03,Matchs
Antonio Valencia\08aa17d0,ec ECU,DFMT,21,31,30,2711,30.1,3,2,3,0,0,5,0,0.10,0.07,0.17,0.10,0.17,Matchs
Michael Brown\85543572,eng ENG,MT,30,31,27,2473,27.5,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,Matchs
Emile Heskey\30184789,eng ENG,AT,29,28,27,2072,23.0,4,2,4,0,0,5,0,0.17,0.09,0.26,0.17,0.26,Matchs
Titus Bramble\83ac7c3c,eng ENG,DF,26,26,26,2340,26.0,2,1,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matchs
Marcus Bent\69166246,eng ENG,AT,29,31,25,2330,25.9,7,2,7,0,0,1,0,0.27,0.08,0.35,0.27,0.35,Matchs
Emmerson Boyce\84bfbd38,bb BRB,DF,27,25,24,2203,24.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jason Koumas\e3c6ba7b,wls WAL,MT,27,30,21,1986,22.1,1,4,0,1,1,1,1,0.05,0.18,0.23,0.00,0.18,Matchs
Denny Landzaat\93600e39,nl NED,MT,31,19,19,1579,17.5,3,0,2,1,1,2,0,0.17,0.00,0.17,0.11,0.11,Matchs
Wilson Palacios\58df81fc,hn HON,MT,23,16,16,1390,15.4,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matchs
Andreas Granqvist\501992d4,se SWE,DFMT,22,14,13,1171,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ryan Taylor\5c6dd7bc,eng ENG,DFMT,22,17,12,1113,12.4,3,3,3,0,1,4,0,0.24,0.24,0.49,0.24,0.49,Matchs
Antoine Sibierski\22936ff2,fr FRA,ATMT,32,30,10,1023,11.4,4,0,3,1,1,1,0,0.35,0.00,0.35,0.26,0.26,Matchs
Marlon King\0fc9488a,jm JAM,AT,27,15,8,668,7.4,1,0,0,1,1,1,0,0.13,0.00,0.13,0.00,0.00,Matchs
Josip Skoko\f197aa41,au AUS,MT,31,12,7,668,7.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matchs
Erik Edman\cf98b935,se SWE,DF,28,5,5,399,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Julius Aghahowa\ed41a1e7,ng NGA,AT,25,14,2,432,4.8,0,1,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matchs
Salomon Olembé\d7ac4a47,cm CMR,MT,26,8,2,203,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
David Cotterill\7b6f3a36,wls WAL,ATMT,19,2,2,97,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Maynor Figueroa\d8524b21,hn HON,DF,24,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mike Pollitt\a31d9d81,eng ENG,GB,35,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Caleb Folan\bc0bc597,ie IRL,AT,24,2,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Erik Hagen\899ea685,no NOR,DF,32,1,1,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Fitz Hall\f799f31c,eng ENG,DFAT,26,1,0,41,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,27.7,38,418,,,33,19,29,4,5,60,4,0.87,0.50,1.37,0.76,1.26,
Total adversaire,,,26.4,38,,,,,,,,,,,,,,,,
