,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Heurelho Gomes\d596e193,br BRA,GB,35,38,38,3337,37.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Étienne Capoue\5acc4a10,fr FRA,MT,28,37,37,3203,35.6,7,1,7,0,0,5,0,0.20,0.03,0.22,0.20,0.22,Matchs
José Holebas\12aa7661,gr GRE,DFMT,32,33,33,2905,32.3,2,4,2,0,0,14,0,0.06,0.12,0.19,0.06,0.19,Matchs
Sebastian Prödl\f5e6d08d,at AUT,DF,29,33,32,2769,30.8,1,1,1,0,0,11,2,0.03,0.03,0.07,0.03,0.07,Matchs
Troy Deeney\82e34b69,eng ENG,AT,28,37,31,2944,32.7,10,4,7,3,3,7,0,0.31,0.12,0.43,0.21,0.34,Matchs
Miguel Britos\356a9a62,uy URU,DF,31,27,27,2282,25.4,1,2,1,0,0,8,4,0.04,0.08,0.12,0.04,0.12,Matchs
Valon Behrami\d3d758d8,ch SUI,MT,31,27,26,2030,22.6,0,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matchs
Nordin Amrabat\7c2a398c,ma MAR,MTAT,29,29,25,2091,23.2,0,3,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matchs
Younès Kaboul\3680d723,fr FRA,DF,30,22,22,1820,20.2,2,0,2,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matchs
Daryl Janmaat\45da6694,nl NED,MTDF,27,27,18,1617,18.0,2,1,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,Matchs
Tom Cleverley\6cdd8245,eng ENG,MT,26,17,16,1441,16.0,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matchs
M'Baye Niang\2054d037,sn SEN,MTAT,21,16,15,1246,13.8,2,2,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,Matchs
Abdoulaye Doucouré\02b29014,fr FRA,MT,23,20,14,1361,15.1,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matchs
Odion Ighalo\03622183,ng NGA,AT,27,18,14,1291,14.3,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matchs
Craig Cathcart\89e4b358,nir NIR,DF,27,15,13,1162,12.9,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matchs
Roberto Pereyra\75f2c59f,ar ARG,MTAT,25,13,12,1037,11.5,2,2,2,0,0,2,1,0.17,0.17,0.35,0.17,0.35,Matchs
Stefano Okaka\601ef102,it ITA,AT,26,19,10,958,10.6,4,1,4,0,0,5,0,0.38,0.09,0.47,0.38,0.47,Matchs
Adlène Guedioura\f75825e3,dz ALG,MT,30,12,9,721,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Christian Kabasele\914ab9a1,be BEL,DFMT,25,16,7,771,8.6,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matchs
Juan Zúñiga\06b34f37,co COL,DFMT,30,21,6,825,9.2,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matchs
Adrian Mariappa\8aa5f52c,jm JAM,DF,29,7,6,562,6.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mauro Zárate\cc18ff4c,ar ARG,ATMT,29,3,3,203,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Isaac Success\f573a8bf,ng NGA,MT,20,19,2,519,5.8,1,1,1,0,0,2,0,0.17,0.17,0.35,0.17,0.35,Matchs
Jerome Sinclair\1695c659,eng ENG,AT,19,5,1,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Brandon Mason\1415840f,eng ENG,DF,18,2,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Costel Pantilimon\d24e154c,ro ROU,GB,29,2,0,83,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ben Watson\df540668,eng ENG,MT,31,4,0,54,0.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matchs
Andrew Eleftheriou\0878b548,eng ENG,DF,18,1,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Dion Pereira\8aab04dc,eng ENG,MT,17,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kenedy\5eebbfdf,br BRA,ATMT,20,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Ikechi Anya\c55e973d,sct SCO,ATMT,28,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Folivi\a7b41270,eng ENG,AT,18,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Matěj Vydra\0d4ceb32,cz CZE,ATMT,24,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Giedrius Arlauskis\1858bbf7,lt LTU,GB,28,0,0,,,,,,,,,,,,,,,Matchs
Rene Gilmartin\f1b7c957,ie IRL,GB,29,0,0,,,,,,,,,,,,,,,Matchs
Tommie Hoban\45045170,ie IRL,DF,22,0,0,,,,,,,,,,,,,,,Matchs
Allan Nyom\97572117,cm CMR,DFMT,28,0,0,,,,,,,,,,,,,,,Matchs
Charlie Rowan\d129989d,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,Matchs
Carl Stewart\9e5c080a,eng ENG,MT,19,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,29.0,38,418,3420,38.0,39,27,36,3,3,0,3,1.03,0.71,1.74,0.95,1.66,
Total adversaire,,,27.2,38,418,3420,38.0,66,47,63,3,4,62,3,1.74,1.24,2.97,1.66,2.89,
