,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Ben Gibson\bcfb0142,eng ENG,DF,23,38,38,3420,38.0,1,1,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matchs
Álvaro Negredo\63b0ca6b,es ESP,AT,30,36,33,2870,31.9,9,5,7,2,2,5,0,0.28,0.16,0.44,0.22,0.38,Matchs
Adam Clayton\45b59689,eng ENG,MT,27,34,32,2804,31.2,0,2,0,0,0,10,0,0.00,0.06,0.06,0.00,0.06,Matchs
Marten de Roon\2a1beb34,nl NED,MT,25,33,32,2773,30.8,4,0,4,0,0,8,0,0.13,0.00,0.13,0.13,0.13,Matchs
Adam Forshaw\9f1938ab,eng ENG,MT,24,34,30,2695,29.9,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matchs
Víctor Valdés\e029e404,es ESP,GB,34,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Antonio Barragán\487d9b09,es ESP,DF,29,26,26,2193,24.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
Stewart Downing\b13c4620,eng ENG,MTAT,32,30,24,2214,24.6,1,3,1,0,0,1,0,0.04,0.12,0.16,0.04,0.16,Matchs
Calum Chambers\dc6f5bdd,eng ENG,DF,21,24,24,2160,24.0,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matchs
Fábio\bc7b4580,br BRA,DF,26,24,21,1847,20.5,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matchs
George Friend\4f97147d,eng ENG,DF,28,24,20,1964,21.8,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matchs
Gastón Ramírez\2c851997,uy URU,MTAT,25,24,20,1540,17.1,2,3,2,0,0,9,2,0.12,0.18,0.29,0.12,0.29,Matchs
Adama Traoré\9a28eba4,es ESP,MTAT,20,27,16,1541,17.1,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matchs
Cristhian Stuani\220c11f1,uy URU,ATMT,29,23,16,1354,15.0,4,0,4,0,0,4,0,0.27,0.00,0.27,0.27,0.27,Matchs
Daniel Ayala\302560a0,es ESP,DF,25,14,11,918,10.2,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matchs
Bernardo Espinosa\4242011c,co COL,DF,27,11,10,975,10.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Brad Guzan\d899e3bf,us USA,GB,31,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Grant Leadbitter\516f7fc1,eng ENG,MT,30,13,7,710,7.9,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matchs
Viktor Fischer\b5920350,dk DEN,ATMT,22,13,6,438,4.9,0,3,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matchs
Rudy Gestede\822b3ef9,bj BEN,AT,27,16,4,533,5.9,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,Matchs
Emilio Nsue\1c9bc4fa,gq EQG,DFMT,26,4,4,320,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Patrick Bamford\93feac6e,eng ENG,AT,22,8,2,287,3.2,1,0,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matchs
Jordan Rhodes\3b8b641c,sct SCO,AT,26,6,2,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Albert Adomah\c7174e81,gh GHA,MT,28,2,1,122,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
James Husband\33e2d513,eng ENG,DF,22,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Adlène Guedioura\f75825e3,dz ALG,MT,30,5,0,140,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
David Nugent\f9b5e5bd,eng ENG,AT,31,4,0,43,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Alex Baptiste\7b72f0b6,eng ENG,DF,30,0,0,,,,,,,,,,,,,,,Matchs
Julien De Sart\33332e0b,be BEL,MT,21,0,0,,,,,,,,,,,,,,,Matchs
Dael Fry\43e79bbc,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,Matchs
Dimitrios Konstantopoulos\05778dfe,gr GRE,GB,37,0,0,,,,,,,,,,,,,,,Matchs
Adam Reach\33a2d4dc,eng ENG,DFAT,23,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.3,38,418,3420,38.0,26,22,24,2,2,0,1,0.68,0.58,1.26,0.63,1.21,
Total adversaire,,,27.4,38,418,3420,38.0,53,37,49,4,5,63,0,1.39,0.97,2.37,1.29,2.26,
