,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Joel Ward\8a7ff278,eng ENG,DF,26,38,38,3417,38.0,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matchs
Christian Benteke\ab070c55,be BEL,AT,25,36,36,3131,34.8,15,2,13,2,4,10,0,0.43,0.06,0.49,0.37,0.43,Matchs
Jason Puncheon\fd3f57ce,eng ENG,MT,30,36,35,3091,34.3,0,5,0,0,0,9,0,0.00,0.15,0.15,0.00,0.15,Matchs
Wilfried Zaha\b2bc3b1f,ci CIV,MTAT,23,35,34,3019,33.5,7,8,7,0,0,8,0,0.21,0.24,0.45,0.21,0.45,Matchs
Andros Townsend\b28bbd58,eng ENG,MT,25,36,30,2519,28.0,3,4,3,0,0,4,0,0.11,0.14,0.25,0.11,0.25,Matchs
Wayne Hennessey\76eca7e2,wls WAL,GB,29,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Yohan Cabaye\ad7b19ef,fr FRA,MT,30,32,25,2125,23.6,4,2,4,0,1,7,0,0.17,0.08,0.25,0.17,0.25,Matchs
Martin Kelly\d7492450,eng ENG,DF,26,29,25,2123,23.6,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matchs
James McArthur\cee31595,sct SCO,MT,28,29,24,1999,22.2,5,3,5,0,0,5,0,0.23,0.14,0.36,0.23,0.36,Matchs
James Tomkins\e7ca0439,eng ENG,DF,27,24,23,1974,21.9,3,0,3,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matchs
Damien Delaney\210d9ecb,ie IRL,DF,35,30,21,2014,22.4,0,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,Matchs
Scott Dann\52105203,eng ENG,DF,29,23,19,1797,20.0,3,1,3,0,0,2,0,0.15,0.05,0.20,0.15,0.20,Matchs
Luka Milivojević\2ce2508a,rs SRB,MT,25,14,14,1224,13.6,2,1,0,2,2,4,0,0.15,0.07,0.22,0.00,0.07,Matchs
Joe Ledley\c221f149,wls WAL,MT,29,18,13,1160,12.9,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matchs
Jeffrey Schlupp\3312f911,gh GHA,DF,23,15,11,998,11.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Mandanda\1d2d5cc8,fr FRA,GB,31,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Patrick van Aanholt\5f09991f,nl NED,DFMT,25,11,8,714,7.9,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matchs
Mamadou Sakho\87935cf3,fr FRA,DF,26,8,8,686,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Lee Chung-yong\49b05a83,kr KOR,MT,28,15,4,471,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Connor Wickham\41cc19c2,eng ENG,ATMT,23,8,4,412,4.6,2,0,2,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matchs
Mathieu Flamini\148d4105,fr FRA,MT,32,10,3,274,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Pape Souaré\46b5375e,sn SEN,DF,26,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Loïc Rémy\5c2da10f,fr FRA,AT,29,5,1,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Mile Jedinak\22fd2214,au AUS,MT,31,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Zeki Fryers\f58d6213,eng ENG,DF,23,8,0,188,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Fraizer Campbell\81d63375,eng ENG,AT,28,12,0,165,1.8,1,0,1,0,0,0,0,0.55,0.00,0.55,0.55,0.55,Matchs
Bakary Sako\381d7d54,ml MLI,MT,28,7,0,142,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jordon Mutch\37c408cc,eng ENG,MT,24,4,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Yannick Bolasie\715fc0fe,cd COD,ATMT,27,1,0,25,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Sullay Kaikai\fc166e49,sl SLE,ATMT,20,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jonathan Benteke\5c59bc47,be BEL,AT,21,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Keshi Anderson\864a3eba,eng ENG,ATMT,21,0,0,,,,,,,,,,,,,,,Matchs
Hiram Boateng\929917ce,eng ENG,MT,20,0,0,,,,,,,,,,,,,,,Matchs
Luke Dreher\d1c509d9,eng ENG,MT,17,0,0,,,,,,,,,,,,,,,Matchs
Noor Husin\9035308b,af AFG,MT,19,0,0,,,,,,,,,,,,,,,Matchs
Freddie Ladapo\da2b8db3,eng ENG,AT,23,0,0,,,,,,,,,,,,,,,Matchs
Michael Phillips\2a1c8e89,eng ENG,DFMT,18,0,0,,,,,,,,,,,,,,,Matchs
Julián Speroni\8e65a5e5,ar ARG,GB,37,0,0,,,,,,,,,,,,,,,Matchs
Aaron Wan-Bissaka\9e525177,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,Matchs
Ben Wynter\86334f1a,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.7,38,418,3420,38.0,48,32,44,4,7,0,0,1.26,0.84,2.11,1.16,2.00,
Total adversaire,,,27.3,38,418,3420,38.0,63,44,61,2,2,71,1,1.66,1.16,2.82,1.61,2.76,
