-- League --	--- FA Cup ---	---- Other ----

1989/90
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
BARBER, Phil 	Midfielder	25+5	1	0	7	1	0	6+2	0	0
										
BRIGHT, Mark 	Forward	36	12	0	6	2	0	8	3	0
										
BURKE, David 	Full Back	11	0	0	1	0	0	2	0	0
										
DENNIS, Mark 	Full Back	8	0	0	0	0	0	1	0	0
										
DYER, Alex 	Winger	10	0	0	1+1	0	0	4+2	0	0
										
GRAY, Andy 	Midfielder	35	6	0	7	2	1	9	2	0
										
HEDMAN, Rudi 	Central Defender	8+4	0	0	0	0	0	1+1	0	0
										
HOPKINS, Jeff 	Central Defender	27	2	0	3	1	0	8	1	0
										
JONES, Murray 	Forward	0	0	0	0	0	0	0	0	0
										
MADDEN, David 	Midfielder	2+6	0	0	0+2	0	0	0	0	0
										
MARTYN, Nigel 	Goalkeeper	25	0	0	7	0	0	5	0	0
										
MCGOLDRICK, Eddie 	Winger	20+2	0	0	0	0	0	5	0	0
										
O'REILLY, Gary 	Central Defender	19+2	0	0	5	2	0	2+2	0	0
										
PARDEW, Alan 	Midfielder	34+2	6	0	6	1	0	9	1	0
										
PARKIN, Brian 	Goalkeeper	1	0	0	0	0	0	0	0	0
										
PEMBERTON, John 	Full Back	34	1	0	7	0	0	7+1	0	0
										
SALAKO, John 	Winger	7+10	2	0	7	1	0	3+3	0	0
										
SHAW, Richard 	Central Defender	20+1	0	0	5	0	0	6+1	0	0
										
SUCKLING, Perry 	Goalkeeper	12	0	0	0	0	0	4	0	0
										
THOMAS, Geoff 	Midfielder	33+2	1	0	6+1	2	0	8+1	1	0
										
THOMPSON, Garry 	Forward	9	2	0	0	0	0	0	0	0
										
THORN, Andy 	Central Defender	17	1	0	7	0	0	4	0	0
										
WHYTE, David 	Forward	0	0	0	0	0	0	0+1	0	0
										
WOODMAN, Andy 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
WRIGHT, Ian 	Forward	25+1	8	0	2+2	2	0	7	3	0
