,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
James Ward-Prowse\3515d404,eng ENG,MT,25,38,38,3420,38.0,8,7,5,3,4,5,0,0.21,0.18,0.39,0.13,0.32,5.3,2.2,4.1,6.3,0.14,0.11,0.25,0.06,0.17,Matchs
Jan Bednarek\4115ce4e,pl POL,DF,24,36,36,3100,34.4,1,1,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,1.0,1.0,0.3,1.3,0.03,0.01,0.04,0.03,0.04,Matchs
Stuart Armstrong\97333cf5,sct SCO,MT,28,33,32,2764,30.7,4,5,4,0,0,3,0,0.13,0.16,0.29,0.13,0.29,3.0,3.0,2.7,5.7,0.10,0.09,0.18,0.10,0.18,Matchs
Alex McCarthy\36c2ca73,eng ENG,GB,30,30,30,2700,30.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Che Adams\f2bf1b0f,sct SCO,AT,24,36,30,2667,29.6,9,5,9,0,0,1,0,0.30,0.17,0.47,0.30,0.47,8.7,8.7,5.8,14.5,0.29,0.19,0.49,0.29,0.49,Matchs
Kyle Walker-Peters\984a5a64,eng ENG,DF,23,30,30,2645,29.4,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08,Matchs
Ryan Bertrand\01226327,eng ENG,DF,30,29,29,2598,28.9,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.06,0.02,0.06,Matchs
Jannik Vestergaard\1900032e,dk DEN,DF,27,30,29,2574,28.6,3,0,3,0,0,3,1,0.10,0.00,0.10,0.10,0.10,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09,Matchs
Danny Ings\07802f7f,eng ENG,AT,28,29,26,2173,24.1,12,4,10,2,2,1,0,0.50,0.17,0.66,0.41,0.58,8.3,6.7,2.6,9.3,0.34,0.11,0.45,0.28,0.39,Matchs
Oriol Romeu\4b511457,es ESP,MT,28,21,20,1763,19.6,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.1,1.5,0.02,0.05,0.08,0.02,0.08,Matchs
Theo Walcott\1ecb65be,eng ENG,MTAT,31,21,20,1618,18.0,3,3,3,0,0,0,0,0.17,0.17,0.33,0.17,0.33,3.0,3.0,1.2,4.2,0.17,0.07,0.23,0.17,0.23,Matchs
Nathan Redmond\ab651565,eng ENG,MTAT,26,29,17,1738,19.3,2,3,2,0,0,1,0,0.10,0.16,0.26,0.10,0.26,3.3,3.3,3.2,6.6,0.17,0.17,0.34,0.17,0.34,Matchs
Jack Stephens\6adbc307,eng ENG,DF,26,18,17,1537,17.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Matchs
Moussa Djenepo\254147d4,ml MLI,MT,22,27,15,1240,13.8,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.6,1.5,0.07,0.04,0.11,0.07,0.11,Matchs
Ibrahima Diallo\11ff3d56,fr FRA,MT,21,22,10,1020,11.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.2,0.05,0.05,0.11,0.05,0.11,Matchs
Takumi Minamino\f833a830,jp JPN,MTAT,25,10,9,711,7.9,2,0,2,0,0,1,0,0.25,0.00,0.25,0.25,0.25,1.2,1.2,0.5,1.7,0.15,0.07,0.22,0.15,0.22,Matchs
Mohammed Salisu\0b33f6ad,gh GHA,DF,21,12,8,844,9.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.04,0.00,0.05,0.04,0.05,Matchs
Fraser Forster\c3e39f12,eng ENG,GB,32,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
