,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Sam Johnstone\9e5708be,eng ENG,GB,27,37,37,3330,37.0,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matchs
Darnell Furlong\3ec9195b,eng ENG,DF,24,35,32,2932,32.6,1,3,1,0,0,5,0,0.03,0.09,0.12,0.03,0.12,2.0,2.0,2.1,4.1,0.06,0.06,0.13,0.06,0.13,Matchs
Semi Ajayi\d6192210,ng NGA,DF,26,33,31,2780,30.9,2,0,2,0,0,3,1,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.3,1.5,0.04,0.01,0.05,0.04,0.05,Matchs
Matheus Pereira\b04ee927,pt POR,MTAT,24,33,30,2577,28.6,11,6,7,4,4,2,1,0.38,0.21,0.59,0.24,0.45,7.2,4.1,5.4,9.5,0.25,0.19,0.44,0.14,0.33,Matchs
Kyle Bartley\18e96f64,eng ENG,DF,29,30,28,2584,28.7,3,1,3,0,0,4,0,0.10,0.03,0.14,0.10,0.14,2.1,2.1,0.2,2.4,0.07,0.01,0.08,0.07,0.08,Matchs
Conor Gallagher\c2731c10,eng ENG,MT,20,30,28,2531,28.1,2,2,2,0,0,11,0,0.07,0.07,0.14,0.07,0.14,1.8,1.8,1.6,3.4,0.06,0.06,0.12,0.06,0.12,Matchs
Conor Townsend\4dc4f138,eng ENG,DF,27,25,25,2234,24.8,0,2,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,2.1,3.1,0.04,0.09,0.13,0.04,0.13,Matchs
Dara O'Shea\1d042188,ie IRL,DF,21,28,25,2102,23.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.01,0.01,0.01,0.01,Matchs
Matt Phillips\7bb5f40e,sct SCO,MTAT,29,33,20,1828,20.3,2,1,2,0,0,1,0,0.10,0.05,0.15,0.10,0.15,2.5,2.5,3.1,5.6,0.12,0.15,0.27,0.12,0.27,Matchs
Callum Robinson\e75750a3,ie IRL,ATMT,25,28,20,1560,17.3,5,0,5,0,0,0,0,0.29,0.00,0.29,0.29,0.29,3.1,3.1,0.8,3.9,0.18,0.05,0.22,0.18,0.22,Matchs
Romaine Sawyers\77bb1522,kn SKN,MT,28,19,17,1487,16.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matchs
Okay Yokuşlu\e49ce451,tr TUR,MT,26,16,15,1317,14.6,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.6,1.5,0.06,0.04,0.10,0.06,0.10,Matchs
Jake Livermore\b98570d1,eng ENG,MT,30,18,15,1242,13.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.5,0.02,0.02,0.03,0.02,0.03,Matchs
Grady Diangana\f522d7ec,eng ENG,MTAT,22,20,15,1235,13.7,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.2,1.2,0.2,1.4,0.09,0.01,0.10,0.09,0.10,Matchs
Ainsley Maitland-Niles\e3a5814e,eng ENG,MT,22,15,14,1230,13.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.05,0.05,0.10,0.05,0.10,Matchs
Mbaye Diagne\dda3969e,sn SEN,AT,28,16,14,1189,13.2,3,2,3,0,0,2,0,0.23,0.15,0.38,0.23,0.38,5.0,5.0,1.7,6.7,0.38,0.13,0.51,0.38,0.51,Matchs
Karlan Grant\87f7500e,eng ENG,ATMT,22,21,14,1127,12.5,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,2.1,2.1,0.0,2.1,0.17,0.00,0.17,0.17,0.17,Matchs
Kieran Gibbs\46ee5234,eng ENG,DF,30,10,9,809,9.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.03,0.04,0.01,0.04,Matchs
Branislav Ivanović\85f8571a,rs SRB,DF,36,13,8,767,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.06,0.01,0.07,0.06,0.07,Matchs
Robert Snodgrass\9f4647e9,sct SCO,MTAT,32,8,6,526,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.03,0.06,0.09,0.03,0.09,Matchs
Filip Krovinović\c2dfedeb,hr CRO,MT,24,11,5,546,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.04,0.05,0.09,0.04,0.09,Matchs
Lee Peltier\af341b88,eng ENG,DF,33,4,3,229,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Hal Robson-Kanu\fb2dec57,wls WAL,ATMT,31,19,2,561,6.2,2,0,2,0,0,2,0,0.32,0.00,0.32,0.32,0.32,1.5,1.5,0.4,1.9,0.24,0.06,0.30,0.24,0.30,Matchs
Kamil Grosicki\81d8091f,pl POL,ATMT,32,3,2,148,1.6,0,1,0,0,0,0,0,0.00,0.61,0.61,0.00,0.61,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matchs
Kyle Edwards\1566e437,eng ENG,MTAT,22,5,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matchs
David Button\e608ed4c,eng ENG,GB,31,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ahmed Hegazi\5540c9dc,eg EGY,DF,29,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Charlie Austin\8d228291,eng ENG,AT,31,5,0,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matchs
Sam Field\bd8a7d05,eng ENG,MT,22,3,0,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Rekeem Harper\3c066877,eng ENG,MT,20,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12,Matchs
Taylor Gardner-Hickman\f05ee68d,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
