,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Tomáš Souček\6613c819,cz CZE,MT,25,38,38,3419,38.0,10,1,10,0,0,7,1,0.26,0.03,0.29,0.26,0.29,9.2,9.2,1.5,10.7,0.24,0.04,0.28,0.24,0.28,Matchs
Aaron Cresswell\4f974391,eng ENG,DF,30,36,36,3170,35.2,0,8,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,0.9,0.9,5.9,6.9,0.03,0.17,0.19,0.03,0.19,Matchs
Łukasz Fabiański\9328b835,pl POL,GB,35,35,35,3150,35.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Vladimír Coufal\fdf3cb77,cz CZE,DF,27,34,34,3054,33.9,0,7,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,1.2,1.2,4.6,5.8,0.04,0.14,0.17,0.04,0.17,Matchs
Declan Rice\1c7012b8,eng ENG,MT,21,32,32,2879,32.0,2,1,1,1,2,2,0,0.06,0.03,0.09,0.03,0.06,3.0,1.5,2.1,3.5,0.09,0.06,0.16,0.05,0.11,Matchs
Pablo Fornals\82927de4,es ESP,ATMT,24,33,31,2572,28.6,5,4,5,0,0,3,0,0.17,0.14,0.31,0.17,0.31,6.5,6.5,2.5,9.0,0.23,0.09,0.32,0.23,0.32,Matchs
Jarrod Bowen\79c84d1c,eng ENG,ATMT,23,38,30,2562,28.5,8,5,8,0,0,0,0,0.28,0.18,0.46,0.28,0.46,6.3,6.3,4.6,10.8,0.22,0.16,0.38,0.22,0.38,Matchs
Angelo Ogbonna\74b2cd7e,it ITA,DF,32,28,28,2492,27.7,3,0,3,0,0,5,0,0.11,0.00,0.11,0.11,0.11,1.5,1.5,1.0,2.5,0.05,0.04,0.09,0.05,0.09,Matchs
Michail Antonio\ac05f970,jm JAM,AT,30,26,24,1974,21.9,10,5,10,0,0,3,0,0.46,0.23,0.68,0.46,0.68,11.4,11.4,2.3,13.7,0.52,0.11,0.62,0.52,0.62,Matchs
Craig Dawson\3e9e06cb,eng ENG,DF,30,22,22,1925,21.4,3,0,3,0,0,5,1,0.14,0.00,0.14,0.14,0.14,1.7,1.7,0.0,1.7,0.08,0.00,0.08,0.08,0.08,Matchs
Jesse Lingard\810e3c74,eng ENG,MTAT,27,16,16,1421,15.8,9,4,8,1,2,3,0,0.57,0.25,0.82,0.51,0.76,5.1,3.4,1.5,4.9,0.32,0.09,0.42,0.22,0.31,Matchs
Issa Diop\a712ca2b,fr FRA,DF,23,18,15,1381,15.3,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Matchs
Saïd Benrahma\5a04fd92,dz ALG,ATMT,24,30,14,1391,15.5,1,6,1,0,0,0,0,0.06,0.39,0.45,0.06,0.45,2.3,2.3,4.4,6.6,0.15,0.28,0.43,0.15,0.43,Matchs
Fabián Balbuena\3626f7d9,py PAR,DF,28,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.00,0.05,0.05,0.05,Matchs
Arthur Masuaku\57df7a11,cd COD,DFAT,26,12,12,1006,11.2,0,2,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.3,0.3,1.9,2.2,0.03,0.17,0.19,0.03,0.19,Matchs
Sébastien Haller\ba115a40,ci CIV,AT,26,16,10,937,10.4,3,0,3,0,0,0,0,0.29,0.00,0.29,0.29,0.29,2.9,2.9,1.2,4.1,0.28,0.12,0.40,0.28,0.40,Matchs
Mark Noble\ff527768,eng ENG,MT,33,21,8,712,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.03,0.03,0.00,0.03,Matchs
Ryan Fredericks\c067631c,eng ENG,DFAT,27,14,6,569,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,0.3,0.3,1.2,1.5,0.05,0.19,0.24,0.05,0.24,Matchs
Manuel Lanzini\26f6dca8,ar ARG,MTAT,27,17,5,566,6.3,1,1,1,0,0,1,0,0.16,0.16,0.32,0.16,0.32,1.2,1.2,0.9,2.0,0.18,0.14,0.32,0.18,0.32,Matchs
Ben Johnson\9319781b,eng ENG,DF,20,14,5,523,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.4,0.4,0.2,0.6,0.06,0.04,0.10,0.06,0.10,Matchs
Darren Randolph\6385ebfb,ie IRL,GB,33,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Andriy Yarmolenko\849c826a,ua UKR,ATMT,30,15,1,375,4.2,0,1,0,0,0,3,0,0.00,0.24,0.24,0.00,0.24,0.4,0.4,1.0,1.4,0.10,0.23,0.33,0.10,0.33,Matchs
Robert Snodgrass\9f4647e9,sct SCO,ATDF,32,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Felipe Anderson\9f1893b9,br BRA,ATMT,27,2,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Jamal Baptiste\41d3704d,eng ENG,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Conor Coventry\a5ca9127,ie IRL,MT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Frederik Ibsen\95827107,dk DEN,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
David Martin\07666c20,eng ENG,GB,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Ademipo Odubeko\dcba03f6,ng NGA,AT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Nathan Trott\7494bea9,eng ENG,GB,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,27.8,38,418,3420,38.0,60,46,58,2,4,50,3,1.58,1.21,2.79,1.53,2.74,53.9,50.7,36.8,87.5,1.42,0.97,2.39,1.33,2.30,
Total adversaire,,,26.6,38,418,3420,38.0,43,34,40,3,5,52,1,1.13,0.89,2.03,1.05,1.95,48.3,44.5,35.3,79.8,1.27,0.93,2.20,1.17,2.10,
