,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Aleksandar Mitrović\3925dbd6,rs SRB,AT,25,27,13,1402,15.6,3,3,2,1,2,3,0,0.19,0.19,0.39,0.13,0.32,6.5,5.0,2.6,7.6,0.42,0.17,0.59,0.32,0.49,Matchs
Josh Maja\bc0bfc64,ng NGA,ATMT,21,15,9,810,9.0,3,0,2,1,1,0,0,0.33,0.00,0.33,0.22,0.22,4.8,4.0,1.1,5.1,0.53,0.12,0.65,0.45,0.57,Matchs
Tom Cairney\a8748947,sct SCO,MT,29,10,9,759,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,1.4,2.1,0.08,0.17,0.25,0.08,0.25,Matchs
Joe Bryan\af69e7f0,eng ENG,DFAT,26,16,7,669,7.4,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.4,0.8,0.05,0.06,0.11,0.05,0.11,Matchs
Tim Ream\28b40c9c,us USA,DF,32,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Josh Onomah\6612cd8c,eng ENG,MT,23,11,4,374,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.15,0.01,0.17,0.15,0.17,Matchs
Denis Odoi\f7750aa0,be BEL,DF,32,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matchs
Michael Hector\5f1a2f31,jm JAM,DF,28,4,3,263,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matchs
Fabio Carvalho\966e28d0,eng ENG,MTAT,17,4,3,255,2.8,1,0,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.1,1.1,0.4,1.5,0.40,0.13,0.53,0.40,0.53,Matchs
Aboubakar Kamara\4047c976,mr MTN,ATDF,25,11,2,315,3.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.11,0.11,0.22,0.11,0.22,Matchs
Marek Rodák\17acc2ed,sk SVK,GB,23,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Maxime Le Marchand\321a71a7,fr FRA,DF,30,2,1,123,1.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matchs
Neeskens Kebano\18b999f4,cd COD,ATMT,28,5,1,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.22,0.00,0.22,0.22,0.22,Matchs
Terence Kongolo\1f9a3a04,nl NED,DF,26,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matchs
Tyrese Francois\6722d4f0,au AUS,DF,20,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Cyrus Christie\7eb67dad,ie IRL,DFMT,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Fabricio\af245161,es ESP,GB,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Sylvester Jasper\a9f04944,bg BUL,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Stefan Johansen\a48da055,no NOR,MT,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Anthony Knockaert\6c679c6d,fr FRA,ATMT,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,25.2,38,418,3420,38.0,26,18,23,3,6,67,3,0.68,0.47,1.16,0.61,1.08,41.3,36.8,27.8,64.6,1.09,0.73,1.82,0.97,1.70,
Total adversaire,,,26.6,38,418,3420,38.0,52,34,45,7,7,40,1,1.37,0.89,2.26,1.18,2.08,52.9,47.7,36.2,83.9,1.39,0.95,2.34,1.26,2.21,
