,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Alphonse Areola\2f965a72,fr FRA,GB,27,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Tosin Adarabioyo\c81d773d,eng ENG,DF,22,33,33,2953,32.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.4,1.5,0.03,0.01,0.04,0.03,0.04,Matchs
Ademola Lookman\7c104bb7,eng ENG,ATMT,22,34,31,2747,30.5,4,4,4,0,1,5,0,0.13,0.13,0.26,0.13,0.26,5.5,4.8,5.2,10.0,0.18,0.17,0.35,0.16,0.33,Matchs
Ola Aina\246d153b,ng NGA,DF,23,31,31,2664,29.6,2,1,2,0,0,3,0,0.07,0.03,0.10,0.07,0.10,1.0,1.0,1.4,2.3,0.03,0.05,0.08,0.03,0.08,Matchs
Joachim Andersen\e34fc66d,dk DEN,DF,24,31,30,2730,30.3,1,1,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,1.1,1.1,0.5,1.6,0.04,0.02,0.05,0.04,0.05,Matchs
Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MT,24,36,29,2587,28.7,0,3,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,1.8,1.8,2.2,4.1,0.06,0.08,0.14,0.06,0.14,Matchs
Bobby Reid\0f7533cd,jm JAM,MTDF,27,33,28,2372,26.4,5,2,5,0,0,7,0,0.19,0.08,0.27,0.19,0.27,4.8,4.8,1.4,6.2,0.18,0.05,0.23,0.18,0.23,Matchs
Ivan Cavaleiro\979b811d,pt POR,ATMT,26,36,27,2472,27.5,3,0,2,1,2,2,0,0.11,0.00,0.11,0.07,0.07,6.2,4.7,3.4,8.0,0.23,0.12,0.35,0.17,0.29,Matchs
Harrison Reed\803ae100,eng ENG,MT,25,31,26,2247,25.0,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,1.4,1.8,0.01,0.06,0.07,0.01,0.07,Matchs
Antonee Robinson\289601e6,us USA,DF,22,28,24,2162,24.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.6,2.2,0.02,0.07,0.09,0.02,0.09,Matchs
Ruben Loftus-Cheek\e97fd090,eng ENG,MTAT,24,30,21,1909,21.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,3.1,3.1,1.4,4.5,0.15,0.07,0.21,0.15,0.21,Matchs
Mario Lemina\2b471f99,ga GAB,MT,26,28,19,1703,18.9,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.9,0.9,0.8,1.8,0.05,0.04,0.09,0.05,0.09,Matchs
Kenny Tete\77d7c96f,nl NED,DF,24,22,18,1481,16.5,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.6,1.8,0.01,0.10,0.11,0.01,0.11,Matchs
