,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Luke Thomas\fc027d02,eng ENG,DF,19,14,12,969,10.8,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matchs
Ricardo Pereira\75a72a99,pt POR,DF,26,15,10,959,10.7,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,0.5,0.9,0.04,0.05,0.09,0.04,0.09,Matchs
Dennis Praet\86695068,be BEL,MTAT,26,15,10,718,8.0,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25,0.5,0.5,0.8,1.3,0.07,0.10,0.16,0.07,0.16,Matchs
Daniel Amartey\1a4ef233,gh GHA,DF,25,12,8,722,8.0,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matchs
Christian Fuchs\a67a09fb,at AUT,DF,34,9,8,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matchs
Hamza Choudhury\7d2d3329,eng ENG,MT,22,10,4,316,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.11,0.00,0.11,0.11,0.11,Matchs
Cengiz Ünder\1880614f,tr TUR,MTAT,23,9,1,281,3.1,0,2,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,0.3,0.3,1.8,2.0,0.08,0.57,0.65,0.08,0.65,Matchs
Sidnei Tavares\3add8ed8,pt POR,MT,18,2,1,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matchs
Islam Slimani\ffec9769,dz ALG,AT,32,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.19,0.13,0.32,0.19,0.32,Matchs
Demarai Gray\4468ec10,eng ENG,AT,24,1,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.43,0.00,0.43,0.43,0.43,Matchs
Wes Morgan\80c31c97,jm JAM,DF,36,3,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Khanya Leshabela\383e68b1,za RSA,MT,20,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Vontae Daley Campbell\192d4c3d,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Shane Flynn\862cc23f,ie IRL,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Tawanda Maswanhise\4f622ca3,zw ZIM,MT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Thanawat Suengchitthawon\7a6bb9ed,th THA,MT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Danny Ward\d3ce0e89,wls WAL,GB,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.5,38,418,3420,38.0,64,45,54,10,12,61,0,1.68,1.18,2.87,1.42,2.61,56.0,46.9,33.1,80.0,1.47,0.87,2.35,1.23,2.11,
Total adversaire,,,26.5,38,418,3420,38.0,48,29,44,4,4,61,1,1.26,0.76,2.03,1.16,1.92,47.7,44.7,34.2,78.9,1.25,0.90,2.16,1.18,2.08,
