,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matchs
Ashley Westwood\495945ef,eng ENG,MT,30,38,38,3410,37.9,3,3,3,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.1,1.1,5.0,6.2,0.03,0.13,0.16,0.03,0.16,Matchs
James Tarkowski\15ea812b,eng ENG,DF,27,36,36,3240,36.0,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09,Matchs
Dwight McNeil\fc15fb84,eng ENG,MT,20,36,34,3069,34.1,2,5,2,0,0,1,0,0.06,0.15,0.21,0.06,0.21,1.1,1.1,6.5,7.6,0.03,0.19,0.22,0.03,0.22,Matchs
Matthew Lowton\9a9c05db,eng ENG,DF,31,34,34,3060,34.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.3,3.0,0.02,0.07,0.09,0.02,0.09,Matchs
Nick Pope\4b40d9ca,eng ENG,GB,28,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matchs
Josh Brownhill\47369df8,eng ENG,MT,24,33,32,2813,31.3,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.9,1.9,1.1,3.0,0.06,0.04,0.10,0.06,0.10,Matchs
Chris Wood\4e9a0555,nz NZL,AT,28,33,32,2741,30.5,12,3,10,2,2,0,0,0.39,0.10,0.49,0.33,0.43,13.3,11.8,2.2,14.0,0.44,0.07,0.51,0.39,0.46,Matchs
Ben Mee\8df7a2fb,eng ENG,DF,30,30,30,2693,29.9,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.6,1.6,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matchs
Charlie Taylor\cc2d7ad5,eng ENG,DF,26,29,28,2426,27.0,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.8,1.8,0.00,0.07,0.07,0.00,0.07,Matchs
Jóhann Berg Guðmundsson\f72293fc,is ISL,MT,29,22,16,1363,15.1,2,0,2,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.5,2.2,0.11,0.03,0.14,0.11,0.14,Matchs
Matěj Vydra\0d4ceb32,cz CZE,AT,28,28,15,1371,15.2,3,2,3,0,0,0,0,0.20,0.13,0.33,0.20,0.33,6.1,6.1,1.8,7.8,0.40,0.12,0.51,0.40,0.51,Matchs
Jack Cork\74e12f1e,eng ENG,MT,31,16,15,1350,15.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.8,0.02,0.04,0.06,0.02,0.06,Matchs
Ashley Barnes\2691c772,eng ENG,AT,30,22,15,1331,14.8,3,0,2,1,1,4,0,0.20,0.00,0.20,0.14,0.14,5.1,4.4,0.7,5.1,0.35,0.04,0.39,0.30,0.34,Matchs
Erik Pieters\1ef37668,nl NED,DFMT,31,20,13,1266,14.1,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05,Matchs
Jay Rodriguez\4ab53cdb,eng ENG,ATMT,31,31,12,1265,14.1,1,2,1,0,0,3,0,0.07,0.14,0.21,0.07,0.21,2.6,2.6,1.7,4.3,0.18,0.12,0.31,0.18,0.31,Matchs
Robbie Brady\96bb8cc2,ie IRL,MT,28,19,12,1052,11.7,1,1,1,0,0,3,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,1.7,0.07,0.08,0.15,0.07,0.15,Matchs
Kevin Long\5a4280b1,ie IRL,DF,29,8,7,637,7.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matchs
Bailey Peacock-Farrell\4879f8cb,nir NIR,GB,23,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Phil Bardsley\1ae30132,sct SCO,DF,35,4,3,274,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matchs
Jimmy Dunne\1fdfd6da,ie IRL,DF,22,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,0.4,0.4,0.1,0.5,0.14,0.04,0.17,0.14,0.17,Matchs
Dale Stephens\653ee42d,eng ENG,MT,31,7,3,261,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matchs
Josh Benson\bf3aeb61,eng ENG,MT,20,6,2,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.00,0.06,0.06,0.06,Matchs
Will Norris\c73ada83,eng ENG,GB,26,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matchs
Joel Mumbongo\f8e588df,se SWE,AT,21,4,0,40,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Lewis Richardson\4fa62ae4,eng ENG,ATMT,17,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Anthony Driscoll-Glennon\6a39bd42,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Anthony Gomez Mancini\bda82fc2,fr FRA,MT,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Mace Goodridge\6abefdff,eng ENG,MT,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Richard Nartey\de6cafb8,eng ENG,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Bobby Thomas\6a471ee8,eng ENG,DF,,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Max Thompson\fa38722f,eng ENG,AT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,28.3,38,418,3420,38.0,32,20,29,3,3,48,0,0.84,0.53,1.37,0.76,1.29,39.9,37.6,27.1,64.8,1.05,0.71,1.76,0.99,1.70,
Total adversaire,,,26.6,38,418,3420,38.0,54,47,51,3,3,32,2,1.42,1.24,2.66,1.34,2.58,57.6,55.4,43.6,99.0,1.52,1.15,2.66,1.46,2.60,
