,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Attendu,Attendu,Attendu,Attendu,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Christian Pulisic\1bf33a9a,us USA,ATMT,21,27,18,1738,19.3,4,2,4,0,0,2,0,0.21,0.10,0.31,0.21,0.31,5.4,5.4,2.8,8.2,0.28,0.14,0.43,0.28,0.43,Matchs
Kai Havertz\fed7cb61,de GER,MTAT,21,27,18,1520,16.9,4,3,4,0,0,2,0,0.24,0.18,0.41,0.24,0.41,6.3,6.3,1.6,7.8,0.37,0.09,0.46,0.37,0.46,Matchs
Andreas Christensen\1cb49278,dk DEN,DF,24,17,15,1371,15.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Matchs
Hakim Ziyech\6622454d,ma MAR,ATMT,27,23,15,1172,13.0,2,3,2,0,0,3,0,0.15,0.23,0.38,0.15,0.38,1.9,1.9,3.7,5.6,0.15,0.28,0.43,0.15,0.43,Matchs
Tammy Abraham\f586779e,eng ENG,AT,22,22,12,1040,11.6,6,1,6,0,0,0,0,0.52,0.09,0.61,0.52,0.61,6.4,6.4,0.9,7.3,0.56,0.07,0.63,0.56,0.63,Matchs
Marcos Alonso\f4290206,es ESP,DF,29,13,11,960,10.7,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,1.7,1.7,1.1,2.8,0.16,0.11,0.27,0.16,0.27,Matchs
Callum Hudson-Odoi\15f3ec41,eng ENG,ATDF,19,23,10,1059,11.8,2,3,2,0,0,0,0,0.17,0.25,0.42,0.17,0.42,1.4,1.4,3.1,4.5,0.12,0.26,0.38,0.12,0.38,Matchs
Olivier Giroud\16ceb862,fr FRA,AT,33,17,8,748,8.3,4,0,4,0,0,1,0,0.48,0.00,0.48,0.48,0.48,4.8,4.8,0.7,5.5,0.58,0.09,0.66,0.58,0.66,Matchs
Kepa Arrizabalaga\28d596a0,es ESP,GB,25,7,6,585,6.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Billy Gilmour\df10e27c,sct SCO,MT,19,5,3,261,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.04,0.06,0.01,0.06,Matchs
Willy Caballero\a179d516,ar ARG,GB,38,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ruben Loftus-Cheek\e97fd090,eng ENG,AT,24,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Emerson Palmieri\e0bc6fdc,it ITA,DF,25,2,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Fikayo Tomori\7edfbb8a,eng ENG,DF,22,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matchs
Ross Barkley\3a24769f,eng ENG,MT,26,2,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matchs
Faustino Anjorin\b105919e,eng ENG,MT,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Valentino Livramento\afed6722,eng ENG,DFMT,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Karlo Ziger\53b781b9,hr CRO,GB,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matchs
Total de l'équipe,,,26.0,38,418,3420,38.0,56,38,48,8,10,51,3,1.47,1.00,2.47,1.26,2.26,64.0,56.4,42.4,98.8,1.68,1.12,2.80,1.48,2.60,
Total adversaire,,,26.3,38,418,3420,38.0,35,26,32,3,4,56,3,0.92,0.68,1.61,0.84,1.53,32.8,29.8,22.0,51.8,0.86,0.58,1.44,0.78,1.36,
