
-- League --	--- FA Cup ---	---- Other ----

1979/80
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ANDERSON, Viv 	Full Back	41	3	0	2	0	0	20	1	0
										
BIRTLES, Garry 	Forward	42	12	0	2	1	0	20	3	0
										
BOWLES, Stan 	Midfielder	19	2	0	1	0	0	3	0	0
										
BOWYER, Ian 	Midfielder	12+7	1	0	2	1	0	14+2	5	0
										
BURNS, Kenny 	Central Defender	34	3	0	2	0	0	18	1	0
										
DUFFY, Vince 	Midfielder	0	0	0	0	0	0	0	0	0
										
FRANCIS, Trevor 	Forward	30	14	0	2	0	0	12	3	0
										
GEORGE, Charlie 	Forward	2	0	0	0	0	0	2	1	0
										
GRAY, Frank 	Full Back	41	2	0	2	1	0	21	1	0
										
GUNN, Bryn 	Full Back	2	0	0	0	0	0	1+2	0	0
										
HARTFORD, Asa 	Midfielder	3	0	0	0	0	0	0	0	0
										
LLOYD, Larry 	Central Defender	42	3	0	2	0	0	20	1	0
										
MCGOVERN, John 	Midfielder	41	2	0	2	0	0	18	0	0
										
MILLS, Gary 	Midfielder	10+3	1	0	0	0	0	6+1	0	0
										
MONTGOMERY, Jim 	Goalkeeper	0	0	0	0	0	0	0	0	0
										
NEEDHAM, Dave 	Central Defender	8+3	1	0	0+1	0	0	4	0	0
										
O'HARE, John 	Forward	7	0	0	0	0	0	5+1	2	0
										
O'NEILL, Martin 	Midfielder	28	3	0	1	0	0	16+2	2	0
										
ROBERTSON, John 	Winger	42	11	9	2	1	0	21	7	5
										
SHILTON, Peter 	Goalkeeper	42	0	0	2	0	0	21	0	0
										
WOODCOCK, Tony 	Forward	16	4	0	0	0	0	9	7	0
