-- League --	--- FA Cup ---	---- Other ----

1979/80
Position	App	Gls	Pen	App	Gls	Pen	App	Gls	Pen

										
ANDRUSZEWSKI, Manny	Full Back	
										
BAKER, Graham	Midfielder	
										
BALL, Alan	Midfielder	
										
BOWLES, Paul	Central Defender	
										
BOYER, Phil	Forward	
										
CHANNON, Mick	Forward	
										
GENNOE, Terry	Goalkeeper	
										
GEORGE, Charlie	Forward	
										
GOLAC, Ivan	Full Back	
										
HAYES, Austin	Winger	
										
HEBBERD, Trevor	Midfielder	
										
HOLMES, Nick	Midfielder	
										
KATALINIC, Ivan	Goalkeeper	
										
MCGRATH, Martin	Midfielder	
										
MORAN, Steve	Forward	
										
NICHOLL, Chris	Central Defender	
										
PEACH, David	Full Back	
										
ROGERS, Andy	Winger	
										
SHIPLEY, George	Midfielder	
										
WALDRON, Malcolm	Central Defender	
										
WATSON, Dave	Central Defender	
										
WELLS, Peter	Goalkeeper	
										
WILLIAMS, Oshor	Winger	
										
WILLIAMS, Steve	Midfielder	
