,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Obafemi Martins\70849fc2,ng NGA,AT,21,33,32,2866,31.8,11,3,10,1,1,1,0,0.35,0.09,0.44,0.31,0.41,Matchs
James Milner\2f90f6b8,eng ENG,DFMT,20,35,31,2683,29.8,3,5,3,0,0,3,0,0.10,0.17,0.27,0.10,0.27,Matchs
Scott Parker\65faf2a1,eng ENG,MT,25,29,28,2422,26.9,3,1,3,0,0,9,0,0.11,0.04,0.15,0.11,0.15,Matchs
Nicky Butt\616b3f9a,eng ENG,DFMT,31,31,27,2293,25.5,1,2,1,0,0,6,0,0.04,0.08,0.12,0.04,0.12,Matchs
Steven Taylor\9f9ba8ca,eng ENG,DF,20,27,26,2384,26.5,2,1,2,0,0,4,0,0.08,0.04,0.11,0.08,0.11,Matchs
Nolberto Solano\37e7c753,pe PER,MT,31,28,25,2154,23.9,2,4,0,2,2,6,0,0.08,0.17,0.25,0.00,0.17,Matchs
Stephen Carr\eb0ae1e9,ie IRL,DF,29,23,23,2056,22.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Shay Given\0db918ff,ie IRL,GB,30,22,22,1884,20.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Emre Belözoğlu\48add958,tr TUR,MT,25,24,21,1825,20.3,2,2,1,1,1,6,0,0.10,0.10,0.20,0.05,0.15,Matchs
Damien Duff\057a6936,ie IRL,ATMT,27,22,20,1728,19.2,1,1,1,0,0,1,0,0.05,0.05,0.10,0.05,0.10,Matchs
Peter Ramage\a3576e11,eng ENG,DF,22,21,20,1707,19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Kieron Dyer\90b5a2f2,eng ENG,MT,27,22,20,1690,18.8,5,2,5,0,0,1,0,0.27,0.11,0.37,0.27,0.37,Matchs
Titus Bramble\83ac7c3c,eng ENG,DF,25,17,17,1495,16.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matchs
Craig Moore\bf594599,au AUS,DF,30,17,17,1408,15.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steve Harper\a98f1d52,eng ENG,GB,31,17,15,1438,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Antoine Sibierski\22936ff2,fr FRA,ATMT,31,26,14,1447,16.1,3,2,3,0,0,0,0,0.19,0.12,0.31,0.19,0.31,Matchs
Celestine Babayaro\dd4e6b97,ng NGA,DFMT,27,12,12,1036,11.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matchs
Charles N'Zogbia\4e31f3e2,fr FRA,DFAT,20,22,10,1121,12.5,0,2,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matchs
Paul Huntington\930585c0,eng ENG,DF,18,11,10,901,10.0,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matchs
Shola Ameobi\e79a368b,ng NGA,AT,24,12,9,760,8.4,3,1,2,1,1,1,0,0.36,0.12,0.47,0.24,0.36,Matchs
Oguchi Onyewu\79283d79,us USA,DF,24,10,7,739,8.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Giuseppe Rossi\fe48a073,it ITA,AT,19,11,3,380,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Michael Owen\88b3f52c,eng ENG,AT,26,3,3,247,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Matty Pattison\5a34dfe5,za RSA,MT,19,7,2,297,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
David Edgar\e4815a59,ca CAN,DF,19,3,2,240,2.7,1,0,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matchs
Alan O'Brien\d1d6fced,ie IRL,MT,21,2,1,113,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Pavel Srníček\db13a630,cz CZE,GB,38,2,1,94,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Albert Luque\80a6b1d8,es ESP,ATMT,28,7,0,106,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Andy Carroll\b581987a,eng ENG,AT,17,4,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,26.1,38,418,,,38,26,33,5,5,69,1,1.00,0.68,1.68,0.87,1.55,
Total adversaire,,,26.6,38,,,,,,,,,,,,,,,,
