,,,,Temps de jeu,Temps de jeu,Temps de jeu,Temps de jeu,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,Par 90 minutes,
Joueur,Nation,Pos,Âge,MJ,Titulaire,Min,90,Buts,PD,B-PénM,PénM,PénT,CJ,CR,Buts,PD,B+PD,B-PénM,B+PD-PénM,Matchs
Sander Westerveld\dc8d38a2,nl NED,GB,25,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Markus Babbel\b59f0646,de GER,DF,27,38,38,3354,37.3,3,3,3,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matchs
Sami Hyypiä\087b932d,fi FIN,DF,26,35,35,3150,35.0,3,1,3,0,0,0,0,0.09,0.03,0.11,0.09,0.11,Matchs
Emile Heskey\30184789,eng ENG,AT,22,36,33,2694,29.9,14,4,14,0,0,4,0,0.47,0.13,0.60,0.47,0.60,Matchs
Stéphane Henchoz\17476497,ch SUI,DF,25,32,32,2851,31.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jamie Carragher\d0ebce19,eng ENG,DFMT,22,34,30,2691,29.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matchs
Steven Gerrard\caeb5442,eng ENG,MT,20,33,29,2550,28.3,7,2,7,0,0,3,1,0.25,0.07,0.32,0.25,0.32,Matchs
Dietmar Hamann\01c05efb,de GER,MT,26,30,26,2334,25.9,2,3,2,0,0,5,1,0.08,0.12,0.19,0.08,0.19,Matchs
Gary McAllister\19f7edbc,sct SCO,MT,35,30,21,1926,21.4,5,5,4,1,1,1,1,0.23,0.23,0.47,0.19,0.42,Matchs
Nick Barmby\4af0a400,eng ENG,ATMT,26,26,21,1834,20.4,2,3,2,0,0,3,0,0.10,0.15,0.25,0.10,0.25,Matchs
Michael Owen\88b3f52c,eng ENG,AT,20,28,20,1789,19.9,16,3,16,0,0,0,0,0.80,0.15,0.96,0.80,0.96,Matchs
Vladimír Šmicer\134c46b4,cz CZE,ATMT,27,27,16,1506,16.7,2,9,2,0,0,2,0,0.12,0.54,0.66,0.12,0.66,Matchs
Robbie Fowler\7cd34266,eng ENG,AT,25,27,15,1561,17.3,8,3,8,0,1,0,0,0.46,0.17,0.63,0.46,0.63,Matchs
Danny Murphy\03a97c40,eng ENG,MT,23,27,13,1398,15.5,4,3,4,0,0,1,1,0.26,0.19,0.45,0.26,0.45,Matchs
Christian Ziege\c2984c2d,de GER,DFMT,28,15,11,956,10.6,1,2,1,0,0,3,0,0.09,0.19,0.28,0.09,0.28,Matchs
Patrik Berger\f16325b3,cz CZE,MT,26,14,11,899,10.0,2,5,1,1,1,1,0,0.20,0.50,0.70,0.10,0.60,Matchs
Djimi Traoré\b8c992d8,ml MLI,DF,20,8,8,695,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matchs
Igor Bišćan\3597a728,hr CRO,DFMT,22,13,8,658,7.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matchs
Grégory Vignal\5027d998,fr FRA,DF,19,6,4,392,4.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Jari Litmanen\ee47d4fd,fi FIN,ATMT,29,5,4,336,3.7,1,1,0,1,1,1,0,0.27,0.27,0.54,0.00,0.27,Matchs
Bernard Diomède\db14c317,fr FRA,ATMT,26,2,1,108,1.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matchs
Vegard Heggem\b7c6e000,no NOR,DFMT,25,3,1,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Stephen Wright\4722b94a,eng ENG,DF,20,2,0,61,0.7,0,1,0,0,0,0,0,0.00,1.48,1.48,0.00,1.48,Matchs
Erik Meijer\150df2bb,nl NED,AT,30,3,0,40,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matchs
Total de l'équipe,,,25.4,38,415,,,70,48,67,3,4,53,4,1.84,1.26,3.11,1.76,3.03,
Total adversaire,,,27.0,38,,,,,,,,,,,,,,,,
